"bird_ID"	"ch"	"sex"	"stage"
"bird_581"	"1000000"	"M"	"A"
"bird_582"	"1111110"	"F"	"A"
"bird_583"	"1100010"	"M"	"A"
"bird_584"	"1110000"	"F"	"A"
"bird_587"	"1110000"	"F"	"A"
"bird_588"	"1111111"	"M"	"A"
"bird_589"	"1100000"	"M"	"A"
"bird_590"	"1100100"	"M"	"A"
"bird_591"	"1100000"	"M"	"A"
"bird_599"	"1000000"	"F"	"A"
"bird_600"	"1110000"	"F"	"A"
"bird_601"	"1000000"	"F"	"A"
"bird_603"	"1100000"	"F"	"A"
"bird_607"	"1010000"	"F"	"A"
"bird_608"	"1010000"	"F"	"A"
"bird_611"	"0010000"	"M"	"A"
"bird_618"	"1101000"	"M"	"A"
"bird_626"	"0010000"	"M"	"A"
"bird_627"	"0010000"	"F"	"A"
"bird_628"	"1000100"	"F"	"A"
"bird_629"	"0010000"	"M"	"A"
"bird_633"	"0010000"	"M"	"A"
"bird_639"	"1000000"	"M"	"A"
"bird_644"	"0101110"	"F"	"A"
"bird_645"	"1111110"	"F"	"A"
"bird_648"	"1100000"	"F"	"A"
"bird_649"	"0101000"	"M"	"A"
"bird_650"	"0001110"	"F"	"A"
"bird_660"	"0001110"	"F"	"A"
"bird_661"	"0010000"	"F"	"A"
"bird_662"	"0010000"	"F"	"A"
"bird_663"	"0010000"	"M"	"A"
"bird_669"	"0010000"	"F"	"A"
"bird_674"	"0010000"	"M"	"A"
"bird_675"	"0001010"	"F"	"A"
"bird_676"	"0001000"	"F"	"A"
"bird_684"	"1111100"	"M"	"A"
"bird_685"	"0001000"	"M"	"A"
"bird_693"	"1111111"	"F"	"A"
"bird_696"	"1011010"	"F"	"A"
"bird_697"	"0001010"	"M"	"A"
"bird_698"	"0001000"	"F"	"A"
"bird_699"	"0001000"	"M"	"A"
"bird_708"	"0001000"	"F"	"A"
"bird_709"	"0001000"	"M"	"A"
"bird_711"	"1110000"	"M"	"A"
"bird_713"	"1000000"	"M"	"A"
"bird_718"	"1100000"	"F"	"A"
"bird_721"	"1001000"	"F"	"A"
"bird_722"	"1100000"	"M"	"A"
"bird_729"	"0001000"	"F"	"A"
"bird_730"	"0001000"	"F"	"A"
"bird_731"	"0001000"	"M"	"A"
"bird_732"	"1000000"	"F"	"A"
"bird_733"	"0001000"	"M"	"A"
"bird_734"	"0001000"	"M"	"A"
"bird_735"	"0001010"	"F"	"A"
"bird_736"	"0001000"	"F"	"A"
"bird_739"	"0001010"	"F"	"A"
"bird_741"	"0001000"	"M"	"A"
"bird_742"	"0001000"	"M"	"A"
"bird_744"	"0001000"	"M"	"A"
"bird_745"	"1101110"	"M"	"A"
"bird_748"	"1111000"	"M"	"A"
"bird_756"	"0001000"	"M"	"A"
"bird_760"	"0001100"	"F"	"A"
"bird_786"	"1110000"	"F"	"A"
"bird_792"	"0000100"	"F"	"A"
"bird_794"	"0000100"	"M"	"A"
"bird_795"	"0000100"	"M"	"A"
"bird_817"	"1111000"	"M"	"A"
"bird_821"	"0000100"	"M"	"A"
"bird_822"	"0000110"	"M"	"A"
"bird_824"	"0000100"	"F"	"A"
"bird_825"	"0000100"	"F"	"A"
"bird_826"	"0000100"	"M"	"A"
"bird_827"	"0000100"	"F"	"A"
"bird_828"	"1111000"	"M"	"A"
"bird_834"	"0001000"	"F"	"A"
"bird_837"	"0000100"	"M"	"A"
"bird_838"	"1111100"	"M"	"A"
"bird_839"	"0000100"	"F"	"A"
"bird_841"	"0000100"	"F"	"A"
"bird_844"	"0000100"	"F"	"A"
"bird_849"	"0000110"	"F"	"A"
"bird_852"	"0000100"	"M"	"A"
"bird_853"	"0000100"	"F"	"A"
"bird_858"	"1000000"	"M"	"A"
"bird_867"	"1000000"	"F"	"A"
"bird_877"	"0000100"	"F"	"A"
"bird_878"	"1100000"	"M"	"A"
"bird_883"	"0000100"	"F"	"A"
"bird_894"	"0000011"	"F"	"A"
"bird_895"	"0000010"	"M"	"A"
"bird_896"	"0000011"	"M"	"A"
"bird_898"	"0000010"	"M"	"A"
"bird_899"	"0000010"	"F"	"A"
"bird_900"	"0000010"	"M"	"A"
"bird_901"	"0000010"	"F"	"A"
"bird_923"	"0000011"	"F"	"A"
"bird_930"	"1000000"	"M"	"A"
"bird_931"	"0000010"	"F"	"A"
"bird_934"	"0000100"	"M"	"A"
"bird_935"	"0000100"	"M"	"A"
"bird_936"	"0000110"	"F"	"A"
"bird_937"	"0000100"	"F"	"A"
"bird_938"	"0000100"	"F"	"A"
"bird_940"	"1000000"	"F"	"A"
"bird_949"	"1111011"	"F"	"A"
"bird_952"	"0000110"	"M"	"A"
"bird_953"	"0000100"	"F"	"A"
"bird_954"	"0000100"	"M"	"A"
"bird_957"	"0000110"	"M"	"A"
"bird_960"	"1100000"	"F"	"A"
"bird_971"	"0000110"	"M"	"A"
"bird_977"	"1000000"	"F"	"A"
"bird_978"	"0000100"	"F"	"A"
"bird_988"	"0000100"	"M"	"A"
"bird_996"	"1100000"	"M"	"A"
"bird_999"	"0000100"	"M"	"A"
"bird_1000"	"0000100"	"M"	"A"
"bird_1012"	"0000100"	"F"	"A"
"bird_1013"	"0000110"	"F"	"A"
"bird_1015"	"0000100"	"F"	"A"
"bird_1024"	"0000110"	"M"	"A"
"bird_1036"	"0000100"	"F"	"A"
"bird_1039"	"0000110"	"M"	"A"
"bird_1047"	"1000000"	"F"	"A"
"bird_1052"	"0000100"	"M"	"A"
"bird_1054"	"0000100"	"F"	"A"
"bird_1057"	"0000100"	"M"	"A"
"bird_1058"	"1000000"	"M"	"A"
"bird_1067"	"0000010"	"F"	"A"
"bird_1073"	"0000010"	"F"	"A"
"bird_1077"	"0000010"	"F"	"A"
"bird_1079"	"0000010"	"M"	"A"
"bird_1080"	"0000010"	"F"	"A"
"bird_1081"	"0000010"	"M"	"A"
"bird_1089"	"0000010"	"M"	"A"
"bird_1093"	"0000010"	"M"	"A"
"bird_1096"	"0000010"	"M"	"A"
"bird_1098"	"0000011"	"M"	"A"
"bird_1099"	"0000010"	"M"	"A"
"bird_1100"	"0000010"	"M"	"A"
"bird_1101"	"0000010"	"M"	"A"
"bird_1102"	"0000010"	"M"	"A"
"bird_1103"	"0000010"	"M"	"A"
"bird_1104"	"0000010"	"M"	"A"
"bird_1109"	"0000010"	"F"	"A"
"bird_1110"	"0000010"	"M"	"A"
"bird_1111"	"0000010"	"F"	"A"
"bird_1112"	"0000011"	"F"	"A"
"bird_1113"	"0000010"	"M"	"A"
"bird_1116"	"0000010"	"F"	"A"
"bird_1117"	"0000010"	"F"	"A"
"bird_1118"	"0000010"	"F"	"A"
"bird_1119"	"0000010"	"F"	"A"
"bird_1120"	"0000010"	"F"	"A"
"bird_1121"	"0000011"	"M"	"A"
"bird_1125"	"0000010"	"F"	"A"
"bird_1128"	"1100000"	"F"	"A"
"bird_1130"	"1000000"	"M"	"A"
"bird_1131"	"1111100"	"M"	"A"
"bird_1132"	"1110000"	"F"	"A"
"bird_1143"	"1000000"	"M"	"A"
"bird_1144"	"1100000"	"M"	"A"
"bird_1145"	"1000000"	"M"	"A"
"bird_1146"	"1000000"	"F"	"A"
"bird_1152"	"1000000"	"F"	"A"
"bird_1153"	"1000010"	"M"	"A"
"bird_1155"	"1000000"	"F"	"A"
"bird_1159"	"1100000"	"F"	"A"
"bird_1166"	"0000010"	"F"	"A"
"bird_1176"	"0000010"	"F"	"A"
"bird_1177"	"0000010"	"F"	"A"
"bird_1178"	"0000010"	"M"	"A"
"bird_1180"	"0000010"	"F"	"A"
"bird_1182"	"0000011"	"F"	"A"
"bird_1183"	"0000010"	"F"	"A"
"bird_1202"	"0000001"	"M"	"A"
"bird_1203"	"0000001"	"F"	"A"
"bird_1204"	"0000001"	"M"	"A"
"bird_1205"	"0000001"	"F"	"A"
"bird_1210"	"0000001"	"F"	"A"
"bird_1220"	"0000001"	"F"	"A"
"bird_1221"	"0000001"	"F"	"A"
"bird_1227"	"0000001"	"M"	"A"
"bird_1231"	"0000001"	"M"	"A"
"bird_1235"	"0000001"	"M"	"A"
"bird_1236"	"1000010"	"M"	"A"
"bird_1237"	"1110000"	"M"	"A"
"bird_1241"	"0000001"	"F"	"A"
"bird_1242"	"0000001"	"F"	"A"
"bird_1243"	"0000001"	"M"	"A"
"bird_1244"	"0000001"	"F"	"A"
"bird_1245"	"0000001"	"M"	"A"
"bird_1251"	"0000001"	"F"	"A"
"bird_1252"	"0100000"	"M"	"A"
"bird_1253"	"1000000"	"F"	"A"
"bird_1254"	"1000000"	"F"	"A"
"bird_1255"	"1100000"	"M"	"A"
"bird_1256"	"1100000"	"F"	"A"
"bird_1257"	"0110000"	"M"	"A"
"bird_1258"	"1100000"	"M"	"A"
"bird_1259"	"1000000"	"M"	"A"
