"sex_age"	"estimate"	"iter"
"Male_Chick"	0.557180948282625	"257"
"Female_Adult"	0.7039647	"258"
"Male_Adult"	0.692743	"258"
"Female_Fledgling"	0.1360453	"258"
"Male_Fledgling"	0.2719796	"258"
"Female_Chick"	0.463929697961133	"258"
"Male_Chick"	0.494056515753267	"258"
"Female_Adult"	0.7135913	"259"
"Male_Adult"	0.7135703	"259"
"Female_Fledgling"	0.142277	"259"
"Male_Fledgling"	0.2753082	"259"
"Female_Chick"	0.423813168829098	"259"
"Male_Chick"	0.554728760914263	"259"
"Female_Adult"	0.7131565	"260"
"Male_Adult"	0.7167857	"260"
"Female_Fledgling"	0.1465653	"260"
"Male_Fledgling"	0.2444066	"260"
"Female_Chick"	0.500773296810611	"260"
"Male_Chick"	0.57699370027772	"260"
"Female_Adult"	0.6526262	"261"
"Male_Adult"	0.6951039	"261"
"Female_Fledgling"	0.1207837	"261"
"Male_Fledgling"	0.215658	"261"
"Female_Chick"	0.474206575748904	"261"
"Male_Chick"	0.523089126881514	"261"
"Female_Adult"	0.6919804	"262"
"Male_Adult"	0.6469874	"262"
"Female_Fledgling"	0.1860459	"262"
"Male_Fledgling"	0.1921387	"262"
"Female_Chick"	0.554608319780176	"262"
"Male_Chick"	0.539852977577965	"262"
"Female_Adult"	0.6969662	"263"
"Male_Adult"	0.6584019	"263"
"Female_Fledgling"	0.123728	"263"
"Male_Fledgling"	0.2540475	"263"
"Female_Chick"	0.460468682029481	"263"
"Male_Chick"	0.503845152276823	"263"
"Female_Adult"	0.6481417	"264"
"Male_Adult"	0.7026946	"264"
"Female_Fledgling"	0.1312287	"264"
"Male_Fledgling"	0.1939141	"264"
"Female_Chick"	0.465946082749876	"264"
"Male_Chick"	0.521623352999603	"264"
"Female_Adult"	0.6718267	"265"
"Male_Adult"	0.7077384	"265"
"Female_Fledgling"	0.1578821	"265"
"Male_Fledgling"	0.2095489	"265"
"Female_Chick"	0.516135685230339	"265"
"Male_Chick"	0.551970217117956	"265"
"Female_Adult"	0.6429912	"266"
"Male_Adult"	0.7156592	"266"
"Female_Fledgling"	0.1610696	"266"
"Male_Fledgling"	0.2335284	"266"
"Female_Chick"	0.457253244344182	"266"
"Male_Chick"	0.598744595989712	"266"
"Female_Adult"	0.7059948	"267"
"Male_Adult"	0.672311	"267"
"Female_Fledgling"	0.1327935	"267"
"Male_Fledgling"	0.1893695	"267"
"Female_Chick"	0.462203446465531	"267"
"Male_Chick"	0.541262081596258	"267"
"Female_Adult"	0.7303642	"268"
"Male_Adult"	0.7235933	"268"
"Female_Fledgling"	0.1594375	"268"
"Male_Fledgling"	0.227063	"268"
"Female_Chick"	0.553481245002577	"268"
"Male_Chick"	0.530486315995922	"268"
"Female_Adult"	0.7506782	"269"
"Male_Adult"	0.6849252	"269"
"Female_Fledgling"	0.1664143	"269"
"Male_Fledgling"	0.2136992	"269"
"Female_Chick"	0.490449375171853	"269"
"Male_Chick"	0.573979347901202	"269"
"Female_Adult"	0.6878884	"270"
"Male_Adult"	0.7245441	"270"
"Female_Fledgling"	0.1420278	"270"
"Male_Fledgling"	0.1911919	"270"
"Female_Chick"	0.475669847666046	"270"
"Male_Chick"	0.547286894194455	"270"
"Female_Adult"	0.6984013	"271"
"Male_Adult"	0.7197464	"271"
"Female_Fledgling"	0.1524446	"271"
"Male_Fledgling"	0.1962884	"271"
"Female_Chick"	0.469073116305223	"271"
"Male_Chick"	0.499134620469986	"271"
"Female_Adult"	0.6176217	"272"
"Male_Adult"	0.6716593	"272"
"Female_Fledgling"	0.1363359	"272"
"Male_Fledgling"	0.2566016	"272"
"Female_Chick"	0.471701492986188	"272"
"Male_Chick"	0.489035973312311	"272"
"Female_Adult"	0.6925155	"273"
"Male_Adult"	0.6909079	"273"
"Female_Fledgling"	0.137422	"273"
"Male_Fledgling"	0.2203505	"273"
"Female_Chick"	0.487898719407251	"273"
"Male_Chick"	0.58805698352993	"273"
"Female_Adult"	0.7328064	"274"
"Male_Adult"	0.6889006	"274"
"Female_Fledgling"	0.1190708	"274"
"Male_Fledgling"	0.2263744	"274"
"Female_Chick"	0.390986855427362	"274"
"Male_Chick"	0.521950832194201	"274"
"Female_Adult"	0.7160223	"275"
"Male_Adult"	0.7323385	"275"
"Female_Fledgling"	0.1410639	"275"
"Male_Fledgling"	0.195023	"275"
"Female_Chick"	0.521011319576275	"275"
"Male_Chick"	0.51406824042255	"275"
"Female_Adult"	0.7328455	"276"
"Male_Adult"	0.7157981	"276"
"Female_Fledgling"	0.1605626	"276"
"Male_Fledgling"	0.2178919	"276"
"Female_Chick"	0.477585248271329	"276"
"Male_Chick"	0.505339170676443	"276"
"Female_Adult"	0.6904241	"277"
"Male_Adult"	0.6806236	"277"
"Female_Fledgling"	0.1156	"277"
"Male_Fledgling"	0.2270219	"277"
"Female_Chick"	0.445599342823468	"277"
"Male_Chick"	0.527543233955165	"277"
"Female_Adult"	0.6311107	"278"
"Male_Adult"	0.7003251	"278"
"Female_Fledgling"	0.1659904	"278"
"Male_Fledgling"	0.2350408	"278"
"Female_Chick"	0.507116890785427	"278"
"Male_Chick"	0.488565225529927	"278"
"Female_Adult"	0.6699151	"279"
"Male_Adult"	0.7426286	"279"
"Female_Fledgling"	0.169674	"279"
"Male_Fledgling"	0.2352555	"279"
"Female_Chick"	0.510391125695564	"279"
"Male_Chick"	0.499109312292005	"279"
"Female_Adult"	0.7003916	"280"
"Male_Adult"	0.7225965	"280"
"Female_Fledgling"	0.137857	"280"
"Male_Fledgling"	0.2015085	"280"
"Female_Chick"	0.431574659987943	"280"
"Male_Chick"	0.482238552796128	"280"
"Female_Adult"	0.692876	"281"
"Male_Adult"	0.7010642	"281"
"Female_Fledgling"	0.1174244	"281"
"Male_Fledgling"	0.2751466	"281"
"Female_Chick"	0.502356285397392	"281"
"Male_Chick"	0.486873695304947	"281"
"Female_Adult"	0.6813436	"282"
"Male_Adult"	0.6853729	"282"
"Female_Fledgling"	0.1637326	"282"
"Male_Fledgling"	0.2503613	"282"
"Female_Chick"	0.498451940422513	"282"
"Male_Chick"	0.585094829930223	"282"
"Female_Adult"	0.6743767	"283"
"Male_Adult"	0.7043596	"283"
"Female_Fledgling"	0.0988484	"283"
"Male_Fledgling"	0.2285315	"283"
"Female_Chick"	0.492713541381295	"283"
"Male_Chick"	0.564822465283805	"283"
"Female_Adult"	0.6934845	"284"
"Male_Adult"	0.6717677	"284"
"Female_Fledgling"	0.1524157	"284"
"Male_Fledgling"	0.2339693	"284"
"Female_Chick"	0.377375626571945	"284"
"Male_Chick"	0.53429470170366	"284"
"Female_Adult"	0.6697947	"285"
"Male_Adult"	0.6799109	"285"
"Female_Fledgling"	0.1746427	"285"
"Male_Fledgling"	0.2494681	"285"
"Female_Chick"	0.490341933847624	"285"
"Male_Chick"	0.539513808203801	"285"
"Female_Adult"	0.6061875	"286"
"Male_Adult"	0.7211282	"286"
"Female_Fledgling"	0.182497	"286"
"Male_Fledgling"	0.2683442	"286"
"Female_Chick"	0.49683534744864	"286"
"Male_Chick"	0.55240961878015	"286"
"Female_Adult"	0.6904401	"287"
"Male_Adult"	0.6797912	"287"
"Female_Fledgling"	0.1677628	"287"
"Male_Fledgling"	0.2044976	"287"
"Female_Chick"	0.533359265908409	"287"
"Male_Chick"	0.559809272289273	"287"
"Female_Adult"	0.6750573	"288"
"Male_Adult"	0.68637	"288"
"Female_Fledgling"	0.161084	"288"
"Male_Fledgling"	0.2066814	"288"
"Female_Chick"	0.539691757858203	"288"
"Male_Chick"	0.490949068889203	"288"
"Female_Adult"	0.6661713	"289"
"Male_Adult"	0.6949153	"289"
"Female_Fledgling"	0.1799516	"289"
"Male_Fledgling"	0.2129204	"289"
"Female_Chick"	0.434013113858895	"289"
"Male_Chick"	0.517961388577246	"289"
"Female_Adult"	0.6487383	"290"
"Male_Adult"	0.6804106	"290"
"Female_Fledgling"	0.171617	"290"
"Male_Fledgling"	0.2141249	"290"
"Female_Chick"	0.416900330363243	"290"
"Male_Chick"	0.590646271381999	"290"
"Female_Adult"	0.7349476	"291"
"Male_Adult"	0.7116066	"291"
"Female_Fledgling"	0.1656992	"291"
"Male_Fledgling"	0.2272884	"291"
"Female_Chick"	0.465074509702392	"291"
"Male_Chick"	0.550932941256861	"291"
"Female_Adult"	0.6365953	"292"
"Male_Adult"	0.6666168	"292"
"Female_Fledgling"	0.1792221	"292"
"Male_Fledgling"	0.2797077	"292"
"Female_Chick"	0.506095566500794	"292"
"Male_Chick"	0.613648839514769	"292"
"Female_Adult"	0.7064606	"293"
"Male_Adult"	0.6878958	"293"
"Female_Fledgling"	0.1196529	"293"
"Male_Fledgling"	0.243651	"293"
"Female_Chick"	0.49480045903363	"293"
"Male_Chick"	0.503158482751305	"293"
"Female_Adult"	0.6863216	"294"
"Male_Adult"	0.6621636	"294"
"Female_Fledgling"	0.1749127	"294"
"Male_Fledgling"	0.2453291	"294"
"Female_Chick"	0.428426620326749	"294"
"Male_Chick"	0.539087626845254	"294"
"Female_Adult"	0.6650571	"295"
"Male_Adult"	0.6833862	"295"
"Female_Fledgling"	0.1432688	"295"
"Male_Fledgling"	0.207523	"295"
"Female_Chick"	0.471511916693205	"295"
"Male_Chick"	0.554532041479333	"295"
"Female_Adult"	0.6775106	"296"
"Male_Adult"	0.6741255	"296"
"Female_Fledgling"	0.178565	"296"
"Male_Fledgling"	0.2465879	"296"
"Female_Chick"	0.516052834657815	"296"
"Male_Chick"	0.518222620961947	"296"
"Female_Adult"	0.7218245	"297"
"Male_Adult"	0.6981265	"297"
"Female_Fledgling"	0.1486881	"297"
"Male_Fledgling"	0.2524115	"297"
"Female_Chick"	0.463186712095603	"297"
"Male_Chick"	0.500250307296891	"297"
"Female_Adult"	0.62777	"298"
"Male_Adult"	0.6970961	"298"
"Female_Fledgling"	0.1560965	"298"
"Male_Fledgling"	0.2253811	"298"
"Female_Chick"	0.506005639080302	"298"
"Male_Chick"	0.542717407162722	"298"
"Female_Adult"	0.6628138	"299"
"Male_Adult"	0.6944153	"299"
"Female_Fledgling"	0.1482946	"299"
"Male_Fledgling"	0.2424881	"299"
"Female_Chick"	0.553519771699631	"299"
"Male_Chick"	0.545631144935156	"299"
"Female_Adult"	0.6280732	"300"
"Male_Adult"	0.6746008	"300"
"Female_Fledgling"	0.1504798	"300"
"Male_Fledgling"	0.2351028	"300"
"Female_Chick"	0.564681373307011	"300"
"Male_Chick"	0.576441740999725	"300"
"Female_Adult"	0.7084406	"301"
"Male_Adult"	0.7054264	"301"
"Female_Fledgling"	0.1730642	"301"
"Male_Fledgling"	0.1834393	"301"
"Female_Chick"	0.52340908788022	"301"
"Male_Chick"	0.524369986831343	"301"
"Female_Adult"	0.6804244	"302"
"Male_Adult"	0.7442685	"302"
"Female_Fledgling"	0.1433876	"302"
"Male_Fledgling"	0.1939583	"302"
"Female_Chick"	0.515257257378131	"302"
"Male_Chick"	0.609380604548102	"302"
"Female_Adult"	0.7451278	"303"
"Male_Adult"	0.6990632	"303"
"Female_Fledgling"	0.1383923	"303"
"Male_Fledgling"	0.24926	"303"
"Female_Chick"	0.520277907192869	"303"
"Male_Chick"	0.575172834103624	"303"
"Female_Adult"	0.6689137	"304"
"Male_Adult"	0.7132948	"304"
"Female_Fledgling"	0.1373728	"304"
"Male_Fledgling"	0.219254	"304"
"Female_Chick"	0.488430448595403	"304"
"Male_Chick"	0.527789993860298	"304"
"Female_Adult"	0.6620164	"305"
"Male_Adult"	0.7056696	"305"
"Female_Fledgling"	0.2013741	"305"
"Male_Fledgling"	0.1647108	"305"
"Female_Chick"	0.434147231678083	"305"
"Male_Chick"	0.60497117058041	"305"
"Female_Adult"	0.6789839	"306"
"Male_Adult"	0.6981636	"306"
"Female_Fledgling"	0.1242235	"306"
"Male_Fledgling"	0.2248513	"306"
"Female_Chick"	0.535275058530853	"306"
"Male_Chick"	0.532684949080649	"306"
"Female_Adult"	0.6912174	"307"
"Male_Adult"	0.7060933	"307"
"Female_Fledgling"	0.1256382	"307"
"Male_Fledgling"	0.2030851	"307"
"Female_Chick"	0.637622714152031	"307"
"Male_Chick"	0.567829060056355	"307"
"Female_Adult"	0.5935841	"308"
"Male_Adult"	0.6903905	"308"
"Female_Fledgling"	0.1491877	"308"
"Male_Fledgling"	0.2180286	"308"
"Female_Chick"	0.455900818966181	"308"
"Male_Chick"	0.556128215966389	"308"
"Female_Adult"	0.7199653	"309"
"Male_Adult"	0.6175865	"309"
"Female_Fledgling"	0.1126889	"309"
"Male_Fledgling"	0.2357303	"309"
"Female_Chick"	0.493804177715603	"309"
"Male_Chick"	0.588889493347753	"309"
"Female_Adult"	0.6455258	"310"
"Male_Adult"	0.7382423	"310"
"Female_Fledgling"	0.1504772	"310"
"Male_Fledgling"	0.2079233	"310"
"Female_Chick"	0.480209705008165	"310"
"Male_Chick"	0.551935438212516	"310"
"Female_Adult"	0.7315007	"311"
"Male_Adult"	0.7183085	"311"
"Female_Fledgling"	0.1250322	"311"
"Male_Fledgling"	0.2625281	"311"
"Female_Chick"	0.454205581538119	"311"
"Male_Chick"	0.454066462757263	"311"
"Female_Adult"	0.7398325	"312"
"Male_Adult"	0.6684304	"312"
"Female_Fledgling"	0.1664166	"312"
"Male_Fledgling"	0.2583184	"312"
"Female_Chick"	0.490922667387456	"312"
"Male_Chick"	0.463386845471343	"312"
"Female_Adult"	0.6499625	"313"
"Male_Adult"	0.6848581	"313"
"Female_Fledgling"	0.1699858	"313"
"Male_Fledgling"	0.2276489	"313"
"Female_Chick"	0.558766033903105	"313"
"Male_Chick"	0.555106631121519	"313"
"Female_Adult"	0.6885253	"314"
"Male_Adult"	0.6843014	"314"
"Female_Fledgling"	0.1677644	"314"
"Male_Fledgling"	0.2155396	"314"
"Female_Chick"	0.494097058482946	"314"
"Male_Chick"	0.500080064044694	"314"
"Female_Adult"	0.6814577	"315"
"Male_Adult"	0.707211	"315"
"Female_Fledgling"	0.1271667	"315"
"Male_Fledgling"	0.2681309	"315"
"Female_Chick"	0.467948243111637	"315"
"Male_Chick"	0.518687798587716	"315"
"Female_Adult"	0.6985782	"316"
"Male_Adult"	0.6744325	"316"
"Female_Fledgling"	0.1332437	"316"
"Male_Fledgling"	0.2176798	"316"
"Female_Chick"	0.471795373165227	"316"
"Male_Chick"	0.545338821533596	"316"
"Female_Adult"	0.6988238	"317"
"Male_Adult"	0.705476	"317"
"Female_Fledgling"	0.144491	"317"
"Male_Fledgling"	0.2085496	"317"
"Female_Chick"	0.530262464707723	"317"
"Male_Chick"	0.546153596633302	"317"
"Female_Adult"	0.709142	"318"
"Male_Adult"	0.6824204	"318"
"Female_Fledgling"	0.1562263	"318"
"Male_Fledgling"	0.2074288	"318"
"Female_Chick"	0.503903153131315	"318"
"Male_Chick"	0.521572016428767	"318"
"Female_Adult"	0.6662744	"319"
"Male_Adult"	0.7014788	"319"
"Female_Fledgling"	0.152244	"319"
"Male_Fledgling"	0.2240621	"319"
"Female_Chick"	0.495520352072604	"319"
"Male_Chick"	0.575213348998471	"319"
"Female_Adult"	0.6768808	"320"
"Male_Adult"	0.6635676	"320"
"Female_Fledgling"	0.1607176	"320"
"Male_Fledgling"	0.2307517	"320"
"Female_Chick"	0.478261805291482	"320"
"Male_Chick"	0.544884940523249	"320"
"Female_Adult"	0.7080936	"321"
"Male_Adult"	0.7087565	"321"
"Female_Fledgling"	0.1254956	"321"
"Male_Fledgling"	0.1802779	"321"
"Female_Chick"	0.493861690415423	"321"
"Male_Chick"	0.611607792036414	"321"
"Female_Adult"	0.6939995	"322"
"Male_Adult"	0.6327186	"322"
"Female_Fledgling"	0.1950417	"322"
"Male_Fledgling"	0.2621456	"322"
"Female_Chick"	0.391364139079172	"322"
"Male_Chick"	0.502442164208218	"322"
"Female_Adult"	0.6391196	"323"
"Male_Adult"	0.7246094	"323"
"Female_Fledgling"	0.1362365	"323"
"Male_Fledgling"	0.2505434	"323"
"Female_Chick"	0.504061670865315	"323"
"Male_Chick"	0.522451329863596	"323"
"Female_Adult"	0.6048777	"324"
"Male_Adult"	0.6867186	"324"
"Female_Fledgling"	0.1566656	"324"
"Male_Fledgling"	0.2056654	"324"
"Female_Chick"	0.544011560577132	"324"
"Male_Chick"	0.549819461804967	"324"
"Female_Adult"	0.6541146	"325"
"Male_Adult"	0.6996502	"325"
"Female_Fledgling"	0.1527119	"325"
"Male_Fledgling"	0.226791	"325"
"Female_Chick"	0.477979442425775	"325"
"Male_Chick"	0.604950956190464	"325"
"Female_Adult"	0.661794	"326"
"Male_Adult"	0.6913869	"326"
"Female_Fledgling"	0.1588526	"326"
"Male_Fledgling"	0.1793212	"326"
"Female_Chick"	0.469869666472294	"326"
"Male_Chick"	0.502352791131773	"326"
"Female_Adult"	0.7411163	"327"
"Male_Adult"	0.7144775	"327"
"Female_Fledgling"	0.1636024	"327"
"Male_Fledgling"	0.2153848	"327"
"Female_Chick"	0.476858239927699	"327"
"Male_Chick"	0.564650532517489	"327"
"Female_Adult"	0.6706335	"328"
"Male_Adult"	0.7200088	"328"
"Female_Fledgling"	0.1260527	"328"
"Male_Fledgling"	0.1951547	"328"
"Female_Chick"	0.462078289183284	"328"
"Male_Chick"	0.573657195837945	"328"
"Female_Adult"	0.6379339	"329"
"Male_Adult"	0.6824324	"329"
"Female_Fledgling"	0.1547395	"329"
"Male_Fledgling"	0.2374397	"329"
"Female_Chick"	0.441252413371221	"329"
"Male_Chick"	0.526272898629716	"329"
"Female_Adult"	0.6656313	"330"
"Male_Adult"	0.7263818	"330"
"Female_Fledgling"	0.2093193	"330"
"Male_Fledgling"	0.2221331	"330"
"Female_Chick"	0.470593883152112	"330"
"Male_Chick"	0.52435970024396	"330"
"Female_Adult"	0.6830528	"331"
"Male_Adult"	0.6650059	"331"
"Female_Fledgling"	0.143344	"331"
"Male_Fledgling"	0.1697283	"331"
"Female_Chick"	0.502395483422041	"331"
"Male_Chick"	0.56990135910404	"331"
"Female_Adult"	0.6698318	"332"
"Male_Adult"	0.6822048	"332"
"Female_Fledgling"	0.1355958	"332"
"Male_Fledgling"	0.232638	"332"
"Female_Chick"	0.429814778100861	"332"
"Male_Chick"	0.509137846556288	"332"
"Female_Adult"	0.6849274	"333"
"Male_Adult"	0.693179	"333"
"Female_Fledgling"	0.1490021	"333"
"Male_Fledgling"	0.2407796	"333"
"Female_Chick"	0.533592073983046	"333"
"Male_Chick"	0.532900011617227	"333"
"Female_Adult"	0.6781827	"334"
"Male_Adult"	0.7152109	"334"
"Female_Fledgling"	0.1415454	"334"
"Male_Fledgling"	0.1796987	"334"
"Female_Chick"	0.460166938180984	"334"
"Male_Chick"	0.535335653624447	"334"
"Female_Adult"	0.729634	"335"
"Male_Adult"	0.7262673	"335"
"Female_Fledgling"	0.1572536	"335"
"Male_Fledgling"	0.2219255	"335"
"Female_Chick"	0.56084547705233	"335"
"Male_Chick"	0.511241775456231	"335"
"Female_Adult"	0.754764	"336"
"Male_Adult"	0.687224	"336"
"Female_Fledgling"	0.1692973	"336"
"Male_Fledgling"	0.2543727	"336"
"Female_Chick"	0.456328617082731	"336"
"Male_Chick"	0.526342605602243	"336"
"Female_Adult"	0.7164949	"337"
"Male_Adult"	0.691832	"337"
"Female_Fledgling"	0.1499853	"337"
"Male_Fledgling"	0.2432072	"337"
"Female_Chick"	0.528528799182665	"337"
"Male_Chick"	0.554334367620334	"337"
"Female_Adult"	0.6620321	"338"
"Male_Adult"	0.7029961	"338"
"Female_Fledgling"	0.1653964	"338"
"Male_Fledgling"	0.1877936	"338"
"Female_Chick"	0.483570793344421	"338"
"Male_Chick"	0.522582187892652	"338"
"Female_Adult"	0.6743306	"339"
"Male_Adult"	0.7181815	"339"
"Female_Fledgling"	0.1578946	"339"
"Male_Fledgling"	0.2361821	"339"
"Female_Chick"	0.516675923374357	"339"
"Male_Chick"	0.561580951507008	"339"
"Female_Adult"	0.6599749	"340"
"Male_Adult"	0.6948461	"340"
"Female_Fledgling"	0.2067534	"340"
"Male_Fledgling"	0.2416679	"340"
"Female_Chick"	0.511541987179575	"340"
"Male_Chick"	0.53001890087473	"340"
"Female_Adult"	0.6176273	"341"
"Male_Adult"	0.7054232	"341"
"Female_Fledgling"	0.1777126	"341"
"Male_Fledgling"	0.2854532	"341"
"Female_Chick"	0.539449904925833	"341"
"Male_Chick"	0.522631819995523	"341"
"Female_Adult"	0.6527992	"342"
"Male_Adult"	0.7017196	"342"
"Female_Fledgling"	0.1786093	"342"
"Male_Fledgling"	0.2070351	"342"
"Female_Chick"	0.483812833089919	"342"
"Male_Chick"	0.55140327506076	"342"
"Female_Adult"	0.6775999	"343"
"Male_Adult"	0.7062742	"343"
"Female_Fledgling"	0.1683955	"343"
"Male_Fledgling"	0.2655241	"343"
"Female_Chick"	0.497949418636707	"343"
"Male_Chick"	0.597187475393643	"343"
"Female_Adult"	0.7401251	"344"
"Male_Adult"	0.687504	"344"
"Female_Fledgling"	0.0977921	"344"
"Male_Fledgling"	0.2237478	"344"
"Female_Chick"	0.463043185630119	"344"
"Male_Chick"	0.567441745433126	"344"
"Female_Adult"	0.6886479	"345"
"Male_Adult"	0.6825193	"345"
"Female_Fledgling"	0.1718816	"345"
"Male_Fledgling"	0.2059206	"345"
"Female_Chick"	0.499680954597514	"345"
"Male_Chick"	0.558758454028249	"345"
"Female_Adult"	0.7266799	"346"
"Male_Adult"	0.6813917	"346"
"Female_Fledgling"	0.1764858	"346"
"Male_Fledgling"	0.2287208	"346"
"Female_Chick"	0.481294232396717	"346"
"Male_Chick"	0.577495620481609	"346"
"Female_Adult"	0.6106481	"347"
"Male_Adult"	0.7060025	"347"
"Female_Fledgling"	0.1584226	"347"
"Male_Fledgling"	0.2441238	"347"
"Female_Chick"	0.481746192861784	"347"
"Male_Chick"	0.548164400519611	"347"
"Female_Adult"	0.7009535	"348"
"Male_Adult"	0.7562556	"348"
"Female_Fledgling"	0.1455062	"348"
"Male_Fledgling"	0.214593	"348"
"Female_Chick"	0.506769778309358	"348"
"Male_Chick"	0.558927182085248	"348"
"Female_Adult"	0.7123408	"349"
"Male_Adult"	0.6884128	"349"
"Female_Fledgling"	0.1411916	"349"
"Male_Fledgling"	0.2739067	"349"
"Female_Chick"	0.427322043419913	"349"
"Male_Chick"	0.629287482603262	"349"
"Female_Adult"	0.6422929	"350"
"Male_Adult"	0.692209	"350"
"Female_Fledgling"	0.158798	"350"
"Male_Fledgling"	0.1982582	"350"
"Female_Chick"	0.511589966307986	"350"
"Male_Chick"	0.618212391143084	"350"
"Female_Adult"	0.6909528	"351"
"Male_Adult"	0.6846163	"351"
"Female_Fledgling"	0.134908	"351"
"Male_Fledgling"	0.2109142	"351"
"Female_Chick"	0.518034289938981	"351"
"Male_Chick"	0.609679007583201	"351"
"Female_Adult"	0.7044276	"352"
"Male_Adult"	0.7661977	"352"
"Female_Fledgling"	0.1409514	"352"
"Male_Fledgling"	0.1851483	"352"
"Female_Chick"	0.447494194604187	"352"
"Male_Chick"	0.579887779312381	"352"
"Female_Adult"	0.7201441	"353"
"Male_Adult"	0.6869312	"353"
"Female_Fledgling"	0.169449	"353"
"Male_Fledgling"	0.2153384	"353"
"Female_Chick"	0.464375489028711	"353"
"Male_Chick"	0.554713942229566	"353"
"Female_Adult"	0.6787667	"354"
"Male_Adult"	0.6778878	"354"
"Female_Fledgling"	0.162333	"354"
"Male_Fledgling"	0.2566076	"354"
"Female_Chick"	0.523250837493278	"354"
"Male_Chick"	0.529547932449398	"354"
"Female_Adult"	0.6889527	"355"
"Male_Adult"	0.7165993	"355"
"Female_Fledgling"	0.1480224	"355"
"Male_Fledgling"	0.2034139	"355"
"Female_Chick"	0.570148733470469	"355"
"Male_Chick"	0.56892674501746	"355"
"Female_Adult"	0.6860307	"356"
"Male_Adult"	0.7033778	"356"
"Female_Fledgling"	0.2207516	"356"
"Male_Fledgling"	0.2680594	"356"
"Female_Chick"	0.516770693617599	"356"
"Male_Chick"	0.557740284899383	"356"
"Female_Adult"	0.6637625	"357"
"Male_Adult"	0.7511331	"357"
"Female_Fledgling"	0.1465144	"357"
"Male_Fledgling"	0.2442612	"357"
"Female_Chick"	0.501600640569199	"357"
"Male_Chick"	0.472775031507528	"357"
"Female_Adult"	0.6853657	"358"
"Male_Adult"	0.7026549	"358"
"Female_Fledgling"	0.2027429	"358"
"Male_Fledgling"	0.1969909	"358"
"Female_Chick"	0.449611510612886	"358"
"Male_Chick"	0.491086465406764	"358"
"Female_Adult"	0.7103461	"359"
"Male_Adult"	0.6724967	"359"
"Female_Fledgling"	0.14134	"359"
"Male_Fledgling"	0.2232862	"359"
"Female_Chick"	0.47585045231909	"359"
"Male_Chick"	0.48994169005304	"359"
"Female_Adult"	0.6822461	"360"
"Male_Adult"	0.6639924	"360"
"Female_Fledgling"	0.1331776	"360"
"Male_Fledgling"	0.2355034	"360"
"Female_Chick"	0.494563798421924	"360"
"Male_Chick"	0.542673171801865	"360"
"Female_Adult"	0.6619224	"361"
"Male_Adult"	0.6977307	"361"
"Female_Fledgling"	0.1440156	"361"
"Male_Fledgling"	0.2826605	"361"
"Female_Chick"	0.472400796372886	"361"
"Male_Chick"	0.533320501829002	"361"
"Female_Adult"	0.7233637	"362"
"Male_Adult"	0.6997402	"362"
"Female_Fledgling"	0.1162367	"362"
"Male_Fledgling"	0.1861013	"362"
"Female_Chick"	0.414307158555107	"362"
"Male_Chick"	0.569232516727367	"362"
"Female_Adult"	0.6432669	"363"
"Male_Adult"	0.7340181	"363"
"Female_Fledgling"	0.1736889	"363"
"Male_Fledgling"	0.2218292	"363"
"Female_Chick"	0.512009529272532	"363"
"Male_Chick"	0.550100487973665	"363"
"Female_Adult"	0.6474289	"364"
"Male_Adult"	0.6744534	"364"
"Female_Fledgling"	0.1356178	"364"
"Male_Fledgling"	0.2301714	"364"
"Female_Chick"	0.462081784646327	"364"
"Male_Chick"	0.437374440090972	"364"
"Female_Adult"	0.6314215	"365"
"Male_Adult"	0.701091	"365"
"Female_Fledgling"	0.1627111	"365"
"Male_Fledgling"	0.2181154	"365"
"Female_Chick"	0.49074924316971	"365"
"Male_Chick"	0.566026605688351	"365"
"Female_Adult"	0.6903837	"366"
"Male_Adult"	0.7227362	"366"
"Female_Fledgling"	0.1250007	"366"
"Male_Fledgling"	0.1928728	"366"
"Female_Chick"	0.492293759642535	"366"
"Male_Chick"	0.509478868641049	"366"
"Female_Adult"	0.6745534	"367"
"Male_Adult"	0.6859135	"367"
"Female_Fledgling"	0.1894129	"367"
"Male_Fledgling"	0.2768894	"367"
"Female_Chick"	0.479993325594702	"367"
"Male_Chick"	0.54424609595524	"367"
"Female_Adult"	0.6814882	"368"
"Male_Adult"	0.6989446	"368"
"Female_Fledgling"	0.1538114	"368"
"Male_Fledgling"	0.2268299	"368"
"Female_Chick"	0.4985558240782	"368"
"Male_Chick"	0.495580226747711	"368"
"Female_Adult"	0.6721349	"369"
"Male_Adult"	0.6648132	"369"
"Female_Fledgling"	0.1995661	"369"
"Male_Fledgling"	0.2329841	"369"
"Female_Chick"	0.45762763744525	"369"
"Male_Chick"	0.542658828607064	"369"
"Female_Adult"	0.6930466	"370"
"Male_Adult"	0.6634434	"370"
"Female_Fledgling"	0.148511	"370"
"Male_Fledgling"	0.2031947	"370"
"Female_Chick"	0.474510057253478	"370"
"Male_Chick"	0.507742114087422	"370"
"Female_Adult"	0.6681133	"371"
"Male_Adult"	0.6521642	"371"
"Female_Fledgling"	0.1446138	"371"
"Male_Fledgling"	0.2424624	"371"
"Female_Chick"	0.442430546704396	"371"
"Male_Chick"	0.552623806084701	"371"
"Female_Adult"	0.7220206	"372"
"Male_Adult"	0.6970047	"372"
"Female_Fledgling"	0.1451089	"372"
"Male_Fledgling"	0.2485465	"372"
