"sex_age"	"estimate"	"iter"
"Female_Chick"	0.505234048019757	"9"
"Male_Chick"	0.526195117476667	"9"
"Female_Adult"	0.6441302	"10"
"Male_Adult"	0.6600831	"10"
"Female_Fledgling"	0.126131	"10"
"Male_Fledgling"	0.2099358	"10"
"Female_Chick"	0.493779989064356	"10"
"Male_Chick"	0.539600594997542	"10"
"Female_Adult"	0.7309917	"11"
"Male_Adult"	0.714084	"11"
"Female_Fledgling"	0.1395099	"11"
"Male_Fledgling"	0.2072273	"11"
"Female_Chick"	0.536851156430688	"11"
"Male_Chick"	0.542422502705374	"11"
"Female_Adult"	0.6596014	"12"
"Male_Adult"	0.7009373	"12"
"Female_Fledgling"	0.1241552	"12"
"Male_Fledgling"	0.2184006	"12"
"Female_Chick"	0.489281105133723	"12"
"Male_Chick"	0.534116351611768	"12"
"Female_Adult"	0.6975479	"13"
"Male_Adult"	0.6813663	"13"
"Female_Fledgling"	0.1319714	"13"
"Male_Fledgling"	0.2794901	"13"
"Female_Chick"	0.472661998218053	"13"
"Male_Chick"	0.478194074308127	"13"
"Female_Adult"	0.6743067	"14"
"Male_Adult"	0.716585	"14"
"Female_Fledgling"	0.1578193	"14"
"Male_Fledgling"	0.1974038	"14"
"Female_Chick"	0.478426343757661	"14"
"Male_Chick"	0.489983060357794	"14"
"Female_Adult"	0.6409463	"15"
"Male_Adult"	0.6873337	"15"
"Female_Fledgling"	0.1818537	"15"
"Male_Fledgling"	0.255907	"15"
"Female_Chick"	0.489064573727653	"15"
"Male_Chick"	0.53550892009934	"15"
"Female_Adult"	0.6459468	"16"
"Male_Adult"	0.6984201	"16"
"Female_Fledgling"	0.1684296	"16"
"Male_Fledgling"	0.2414497	"16"
"Female_Chick"	0.50273097660416	"16"
"Male_Chick"	0.540472264614193	"16"
"Female_Adult"	0.7352504	"17"
"Male_Adult"	0.6627446	"17"
"Female_Fledgling"	0.1302398	"17"
"Male_Fledgling"	0.1904831	"17"
"Female_Chick"	0.519041843505797	"17"
"Male_Chick"	0.546802023438557	"17"
"Female_Adult"	0.631289	"18"
"Male_Adult"	0.7141864	"18"
"Female_Fledgling"	0.1796162	"18"
"Male_Fledgling"	0.2599553	"18"
"Female_Chick"	0.473791573943678	"18"
"Male_Chick"	0.560664290688408	"18"
"Female_Adult"	0.6861144	"19"
"Male_Adult"	0.6761945	"19"
"Female_Fledgling"	0.1447481	"19"
"Male_Fledgling"	0.2697002	"19"
"Female_Chick"	0.462990142002778	"19"
"Male_Chick"	0.527386512577587	"19"
"Female_Adult"	0.7043874	"20"
"Male_Adult"	0.7159065	"20"
"Female_Fledgling"	0.1636586	"20"
"Male_Fledgling"	0.2190699	"20"
"Female_Chick"	0.505913560818101	"20"
"Male_Chick"	0.487087229540686	"20"
"Female_Adult"	0.6816598	"21"
"Male_Adult"	0.7240985	"21"
"Female_Fledgling"	0.1555981	"21"
"Male_Fledgling"	0.2269344	"21"
"Female_Chick"	0.462565551892476	"21"
"Male_Chick"	0.492570594937228	"21"
"Female_Adult"	0.7012845	"22"
"Male_Adult"	0.6836051	"22"
"Female_Fledgling"	0.1525339	"22"
"Male_Fledgling"	0.2429208	"22"
"Female_Chick"	0.514557516810076	"22"
"Male_Chick"	0.561524899573802	"22"
"Female_Adult"	0.6750729	"23"
"Male_Adult"	0.7110947	"23"
"Female_Fledgling"	0.1583031	"23"
"Male_Fledgling"	0.2360573	"23"
"Female_Chick"	0.434314055795011	"23"
"Male_Chick"	0.622661225727914	"23"
"Female_Adult"	0.7053633	"24"
"Male_Adult"	0.7559636	"24"
"Female_Fledgling"	0.1522582	"24"
"Male_Fledgling"	0.1973178	"24"
"Female_Chick"	0.48302251487974	"24"
"Male_Chick"	0.544790095295022	"24"
"Female_Adult"	0.651607	"25"
"Male_Adult"	0.7172101	"25"
"Female_Fledgling"	0.1353925	"25"
"Male_Fledgling"	0.1988579	"25"
"Female_Chick"	0.488781714011376	"25"
"Male_Chick"	0.495095177374296	"25"
"Female_Adult"	0.6870008	"26"
"Male_Adult"	0.6608684	"26"
"Female_Fledgling"	0.1097097	"26"
"Male_Fledgling"	0.2653348	"26"
"Female_Chick"	0.459126255469763	"26"
"Male_Chick"	0.575172014097196	"26"
"Female_Adult"	0.6638098	"27"
"Male_Adult"	0.6998483	"27"
"Female_Fledgling"	0.1842733	"27"
"Male_Fledgling"	0.2173538	"27"
"Female_Chick"	0.45466524171417	"27"
"Male_Chick"	0.538571109159977	"27"
"Female_Adult"	0.6305475	"28"
"Male_Adult"	0.7332872	"28"
"Female_Fledgling"	0.1601989	"28"
"Male_Fledgling"	0.2151623	"28"
"Female_Chick"	0.464262168954481	"28"
"Male_Chick"	0.571366544368383	"28"
"Female_Adult"	0.6659293	"29"
"Male_Adult"	0.6860256	"29"
"Female_Fledgling"	0.186738	"29"
"Male_Fledgling"	0.2177096	"29"
"Female_Chick"	0.462863553802884	"29"
"Male_Chick"	0.513155401899453	"29"
"Female_Adult"	0.7049591	"30"
"Male_Adult"	0.6988799	"30"
"Female_Fledgling"	0.1500097	"30"
"Male_Fledgling"	0.2230663	"30"
"Female_Chick"	0.487079724892249	"30"
"Male_Chick"	0.524377123077119	"30"
"Female_Adult"	0.7205903	"31"
"Male_Adult"	0.6778964	"31"
"Female_Fledgling"	0.1575507	"31"
"Male_Fledgling"	0.2357401	"31"
"Female_Chick"	0.46158742767563	"31"
"Male_Chick"	0.522220888605134	"31"
"Female_Adult"	0.572487	"32"
"Male_Adult"	0.670286	"32"
"Female_Fledgling"	0.1605738	"32"
"Male_Fledgling"	0.2402351	"32"
"Female_Chick"	0.48134347063848	"32"
"Male_Chick"	0.504957975657569	"32"
"Female_Adult"	0.6325131	"33"
"Male_Adult"	0.7215935	"33"
"Female_Fledgling"	0.16685	"33"
"Male_Fledgling"	0.2379879	"33"
"Female_Chick"	0.506169540843826	"33"
"Male_Chick"	0.463572046483631	"33"
"Female_Adult"	0.7009605	"34"
"Male_Adult"	0.6602488	"34"
"Female_Fledgling"	0.1527907	"34"
"Male_Fledgling"	0.1613769	"34"
"Female_Chick"	0.447999907451244	"34"
"Male_Chick"	0.52912615398823	"34"
"Female_Adult"	0.6808263	"35"
"Male_Adult"	0.6846346	"35"
"Female_Fledgling"	0.1951462	"35"
"Male_Fledgling"	0.2284357	"35"
"Female_Chick"	0.466763495599634	"35"
"Male_Chick"	0.50322916250543	"35"
"Female_Adult"	0.6624738	"36"
"Male_Adult"	0.6698724	"36"
"Female_Fledgling"	0.1895851	"36"
"Male_Fledgling"	0.2367863	"36"
"Female_Chick"	0.448803133339745	"36"
"Male_Chick"	0.513733203953752	"36"
"Female_Adult"	0.6604496	"37"
"Male_Adult"	0.7017143	"37"
"Female_Fledgling"	0.1633557	"37"
"Male_Fledgling"	0.2561225	"37"
"Female_Chick"	0.431236374810989	"37"
"Male_Chick"	0.488619996080026	"37"
"Female_Adult"	0.7138683	"38"
"Male_Adult"	0.6628872	"38"
"Female_Fledgling"	0.1878329	"38"
"Male_Fledgling"	0.2169763	"38"
"Female_Chick"	0.500502694346485	"38"
"Male_Chick"	0.513253864438714	"38"
"Female_Adult"	0.6505624	"39"
"Male_Adult"	0.6887622	"39"
"Female_Fledgling"	0.1981141	"39"
"Male_Fledgling"	0.2320316	"39"
"Female_Chick"	0.496453303478383	"39"
"Male_Chick"	0.482536247100893	"39"
"Female_Adult"	0.6355781	"40"
"Male_Adult"	0.6901777	"40"
"Female_Fledgling"	0.1543452	"40"
"Male_Fledgling"	0.218446	"40"
"Female_Chick"	0.434103288448042	"40"
"Male_Chick"	0.567083891646522	"40"
"Female_Adult"	0.678494	"41"
"Male_Adult"	0.7380474	"41"
"Female_Fledgling"	0.1487351	"41"
"Male_Fledgling"	0.1973061	"41"
"Female_Chick"	0.385188318072498	"41"
"Male_Chick"	0.48774625317598	"41"
"Female_Adult"	0.6223877	"42"
"Male_Adult"	0.7001423	"42"
"Female_Fledgling"	0.1398477	"42"
"Male_Fledgling"	0.195038	"42"
"Female_Chick"	0.527433776447802	"42"
"Male_Chick"	0.580443796011847	"42"
"Female_Adult"	0.6939639	"43"
"Male_Adult"	0.6722379	"43"
"Female_Fledgling"	0.1495158	"43"
"Male_Fledgling"	0.2410265	"43"
"Female_Chick"	0.417066370961698	"43"
"Male_Chick"	0.569209405714834	"43"
"Female_Adult"	0.6831834	"44"
"Male_Adult"	0.7013535	"44"
"Female_Fledgling"	0.1925712	"44"
"Male_Fledgling"	0.2057101	"44"
"Female_Chick"	0.53612308609585	"44"
"Male_Chick"	0.521155010278328	"44"
"Female_Adult"	0.7229681	"45"
"Male_Adult"	0.6861247	"45"
"Female_Fledgling"	0.1195079	"45"
"Male_Fledgling"	0.237313	"45"
"Female_Chick"	0.454400182956636	"45"
"Male_Chick"	0.572576361921032	"45"
"Female_Adult"	0.7120962	"46"
"Male_Adult"	0.7203023	"46"
"Female_Fledgling"	0.168394	"46"
"Male_Fledgling"	0.2565595	"46"
"Female_Chick"	0.522423595724122	"46"
"Male_Chick"	0.535916255941378	"46"
"Female_Adult"	0.7054485	"47"
"Male_Adult"	0.6626671	"47"
"Female_Fledgling"	0.148339	"47"
"Male_Fledgling"	0.244421	"47"
"Female_Chick"	0.480856244430822	"47"
"Male_Chick"	0.528755592078537	"47"
"Female_Adult"	0.6471491	"48"
"Male_Adult"	0.6969028	"48"
"Female_Fledgling"	0.1586542	"48"
"Male_Fledgling"	0.2362297	"48"
"Female_Chick"	0.507217964512186	"48"
"Male_Chick"	0.555770331339936	"48"
"Female_Adult"	0.7054027	"49"
"Male_Adult"	0.6522718	"49"
"Female_Fledgling"	0.1544639	"49"
"Male_Fledgling"	0.1932836	"49"
"Female_Chick"	0.465033406446646	"49"
"Male_Chick"	0.457786254832997	"49"
"Female_Adult"	0.6739084	"50"
"Male_Adult"	0.7159707	"50"
"Female_Fledgling"	0.1289977	"50"
"Male_Fledgling"	0.1974813	"50"
"Female_Chick"	0.449696167234864	"50"
"Male_Chick"	0.510258093977291	"50"
"Female_Adult"	0.730389	"51"
"Male_Adult"	0.711053	"51"
"Female_Fledgling"	0.1935759	"51"
"Male_Fledgling"	0.1684328	"51"
"Female_Chick"	0.466613855025824	"51"
"Male_Chick"	0.567572752283862	"51"
"Female_Adult"	0.6880739	"52"
"Male_Adult"	0.660855	"52"
"Female_Fledgling"	0.1756864	"52"
"Male_Fledgling"	0.2562202	"52"
"Female_Chick"	0.449171688096626	"52"
"Male_Chick"	0.575987231163467	"52"
"Female_Adult"	0.6585387	"53"
"Male_Adult"	0.6969953	"53"
"Female_Fledgling"	0.1379507	"53"
"Male_Fledgling"	0.20212	"53"
"Female_Chick"	0.498366453098669	"53"
"Male_Chick"	0.534576814725841	"53"
"Female_Adult"	0.6588042	"54"
"Male_Adult"	0.7173458	"54"
"Female_Fledgling"	0.1429659	"54"
"Male_Fledgling"	0.2317476	"54"
"Female_Chick"	0.456464016716264	"54"
"Male_Chick"	0.615184774598362	"54"
"Female_Adult"	0.6703743	"55"
"Male_Adult"	0.6704809	"55"
"Female_Fledgling"	0.1218973	"55"
"Male_Fledgling"	0.2832105	"55"
"Female_Chick"	0.500614230660603	"55"
"Male_Chick"	0.513424384790877	"55"
"Female_Adult"	0.6657197	"56"
"Male_Adult"	0.7204915	"56"
"Female_Fledgling"	0.1555894	"56"
"Male_Fledgling"	0.2561204	"56"
"Female_Chick"	0.598871907305087	"56"
"Male_Chick"	0.570181415710855	"56"
"Female_Adult"	0.6537423	"57"
"Male_Adult"	0.7053351	"57"
"Female_Fledgling"	0.1846391	"57"
"Male_Fledgling"	0.2394161	"57"
"Female_Chick"	0.438804698120549	"57"
"Male_Chick"	0.496393231916091	"57"
"Female_Adult"	0.6575336	"58"
"Male_Adult"	0.7423566	"58"
"Female_Fledgling"	0.1491821	"58"
"Male_Fledgling"	0.1921863	"58"
"Female_Chick"	0.511151379320288	"58"
"Male_Chick"	0.546874533135468	"58"
"Female_Adult"	0.7067323	"59"
"Male_Adult"	0.747673	"59"
"Female_Fledgling"	0.15899	"59"
"Male_Fledgling"	0.2343593	"59"
"Female_Chick"	0.474138884168664	"59"
"Male_Chick"	0.509315792245744	"59"
"Female_Adult"	0.7046318	"60"
"Male_Adult"	0.6523934	"60"
"Female_Fledgling"	0.1342286	"60"
"Male_Fledgling"	0.2407839	"60"
"Female_Chick"	0.517100486914403	"60"
"Male_Chick"	0.521118660780078	"60"
"Female_Adult"	0.6830542	"61"
"Male_Adult"	0.7117994	"61"
"Female_Fledgling"	0.1760774	"61"
"Male_Fledgling"	0.2303766	"61"
"Female_Chick"	0.447515186875691	"61"
"Male_Chick"	0.53010070338854	"61"
"Female_Adult"	0.7078652	"62"
"Male_Adult"	0.6964441	"62"
"Female_Fledgling"	0.1184859	"62"
"Male_Fledgling"	0.2370683	"62"
"Female_Chick"	0.480006203544955	"62"
"Male_Chick"	0.505671884159152	"62"
"Female_Adult"	0.6593265	"63"
"Male_Adult"	0.6959392	"63"
"Female_Fledgling"	0.1259865	"63"
"Male_Fledgling"	0.1698321	"63"
"Female_Chick"	0.478698323089665	"63"
"Male_Chick"	0.591346353642327	"63"
"Female_Adult"	0.7000209	"64"
"Male_Adult"	0.6584411	"64"
"Female_Fledgling"	0.162346	"64"
"Male_Fledgling"	0.2033559	"64"
"Female_Chick"	0.500904221203734	"64"
"Male_Chick"	0.54047951980145	"64"
"Female_Adult"	0.6437237	"65"
"Male_Adult"	0.7461157	"65"
"Female_Fledgling"	0.1929387	"65"
"Male_Fledgling"	0.2260755	"65"
"Female_Chick"	0.506800415628529	"65"
"Male_Chick"	0.55734024621746	"65"
"Female_Adult"	0.6441684	"66"
"Male_Adult"	0.6550697	"66"
"Female_Fledgling"	0.1628149	"66"
"Male_Fledgling"	0.2338354	"66"
"Female_Chick"	0.461026756622504	"66"
"Male_Chick"	0.559861596224636	"66"
"Female_Adult"	0.6768882	"67"
"Male_Adult"	0.7280378	"67"
"Female_Fledgling"	0.183581	"67"
"Male_Fledgling"	0.2145074	"67"
"Female_Chick"	0.470619760133366	"67"
"Male_Chick"	0.536122807369223	"67"
"Female_Adult"	0.7223389	"68"
"Male_Adult"	0.7470684	"68"
"Female_Fledgling"	0.1344833	"68"
"Male_Fledgling"	0.2097878	"68"
"Female_Chick"	0.473695744060577	"68"
"Male_Chick"	0.511674669410867	"68"
"Female_Adult"	0.6531273	"69"
"Male_Adult"	0.7124895	"69"
"Female_Fledgling"	0.1489729	"69"
"Male_Fledgling"	0.1917817	"69"
"Female_Chick"	0.43805892955335	"69"
"Male_Chick"	0.540251704045906	"69"
"Female_Adult"	0.6980951	"70"
"Male_Adult"	0.7115926	"70"
"Female_Fledgling"	0.1576125	"70"
"Male_Fledgling"	0.2249954	"70"
"Female_Chick"	0.479316162876652	"70"
"Male_Chick"	0.463699419858493	"70"
"Female_Adult"	0.6948655	"71"
"Male_Adult"	0.7248428	"71"
"Female_Fledgling"	0.1543922	"71"
"Male_Fledgling"	0.1787994	"71"
"Female_Chick"	0.477492455042159	"71"
"Male_Chick"	0.543169874747192	"71"
"Female_Adult"	0.6774197	"72"
"Male_Adult"	0.6852235	"72"
"Female_Fledgling"	0.1586898	"72"
"Male_Fledgling"	0.1986372	"72"
"Female_Chick"	0.523063602816994	"72"
"Male_Chick"	0.560384474066944	"72"
"Female_Adult"	0.6338564	"73"
"Male_Adult"	0.7161216	"73"
"Female_Fledgling"	0.1562513	"73"
"Male_Fledgling"	0.2118417	"73"
"Female_Chick"	0.465475817525866	"73"
"Male_Chick"	0.516526197981527	"73"
"Female_Adult"	0.7295312	"74"
"Male_Adult"	0.7410949	"74"
"Female_Fledgling"	0.1570752	"74"
"Male_Fledgling"	0.1985074	"74"
"Female_Chick"	0.527339292823158	"74"
"Male_Chick"	0.527469849030851	"74"
"Female_Adult"	0.6249029	"75"
"Male_Adult"	0.7018699	"75"
"Female_Fledgling"	0.1815302	"75"
"Male_Fledgling"	0.2461183	"75"
"Female_Chick"	0.468679841928733	"75"
"Male_Chick"	0.577417949491146	"75"
"Female_Adult"	0.6559885	"76"
"Male_Adult"	0.6912032	"76"
"Female_Fledgling"	0.121695	"76"
"Male_Fledgling"	0.2074281	"76"
"Female_Chick"	0.449464065477082	"76"
"Male_Chick"	0.511750079151238	"76"
"Female_Adult"	0.6741134	"77"
"Male_Adult"	0.6494037	"77"
"Female_Fledgling"	0.1592418	"77"
"Male_Fledgling"	0.233232	"77"
"Female_Chick"	0.536851287524388	"77"
"Male_Chick"	0.589504115037587	"77"
"Female_Adult"	0.6800693	"78"
"Male_Adult"	0.7319311	"78"
"Female_Fledgling"	0.152647	"78"
"Male_Fledgling"	0.2396656	"78"
"Female_Chick"	0.48667448926254	"78"
"Male_Chick"	0.590253549130509	"78"
"Female_Adult"	0.708413	"79"
"Male_Adult"	0.7278497	"79"
"Female_Fledgling"	0.1586622	"79"
"Male_Fledgling"	0.1914974	"79"
"Female_Chick"	0.47679252822577	"79"
"Male_Chick"	0.534534594019943	"79"
"Female_Adult"	0.7041249	"80"
"Male_Adult"	0.7045676	"80"
"Female_Fledgling"	0.1770866	"80"
"Male_Fledgling"	0.2055605	"80"
"Female_Chick"	0.514635720924016	"80"
"Male_Chick"	0.507684226467349	"80"
"Female_Adult"	0.6495716	"81"
"Male_Adult"	0.7122802	"81"
"Female_Fledgling"	0.1944236	"81"
"Male_Fledgling"	0.2381945	"81"
"Female_Chick"	0.481842838788491	"81"
"Male_Chick"	0.534538644587702	"81"
"Female_Adult"	0.6989124	"82"
"Male_Adult"	0.7009019	"82"
"Female_Fledgling"	0.1334932	"82"
"Male_Fledgling"	0.2555052	"82"
"Female_Chick"	0.461973836208177	"82"
"Male_Chick"	0.582716549497301	"82"
"Female_Adult"	0.6607193	"83"
"Male_Adult"	0.6763507	"83"
"Female_Fledgling"	0.1144999	"83"
"Male_Fledgling"	0.1891415	"83"
"Female_Chick"	0.552747758869069	"83"
"Male_Chick"	0.509956626336612	"83"
"Female_Adult"	0.7006053	"84"
"Male_Adult"	0.6745646	"84"
"Female_Fledgling"	0.1190051	"84"
"Male_Fledgling"	0.2594991	"84"
"Female_Chick"	0.470613255761267	"84"
"Male_Chick"	0.506171266078345	"84"
"Female_Adult"	0.6742193	"85"
"Male_Adult"	0.7305175	"85"
"Female_Fledgling"	0.156175	"85"
"Male_Fledgling"	0.2242302	"85"
"Female_Chick"	0.468210337872343	"85"
"Male_Chick"	0.491766958934314	"85"
"Female_Adult"	0.6949445	"86"
"Male_Adult"	0.6711327	"86"
"Female_Fledgling"	0.1412572	"86"
"Male_Fledgling"	0.2583632	"86"
"Female_Chick"	0.51143044220905	"86"
"Male_Chick"	0.572325890517749	"86"
"Female_Adult"	0.6381085	"87"
"Male_Adult"	0.7125742	"87"
"Female_Fledgling"	0.1664389	"87"
"Male_Fledgling"	0.2709425	"87"
"Female_Chick"	0.437752479154075	"87"
"Male_Chick"	0.522325308140473	"87"
"Female_Adult"	0.6534526	"88"
"Male_Adult"	0.7263748	"88"
"Female_Fledgling"	0.159032	"88"
"Male_Fledgling"	0.2139279	"88"
"Female_Chick"	0.482115409888778	"88"
"Male_Chick"	0.540386424048552	"88"
"Female_Adult"	0.6593393	"89"
"Male_Adult"	0.7084023	"89"
"Female_Fledgling"	0.1888373	"89"
"Male_Fledgling"	0.2074849	"89"
"Female_Chick"	0.4638716010873	"89"
"Male_Chick"	0.533575886690692	"89"
"Female_Adult"	0.6511507	"90"
"Male_Adult"	0.6968121	"90"
"Female_Fledgling"	0.144309	"90"
"Male_Fledgling"	0.2102113	"90"
"Female_Chick"	0.479623783360897	"90"
"Male_Chick"	0.586062073978736	"90"
"Female_Adult"	0.7211833	"91"
"Male_Adult"	0.6925936	"91"
"Female_Fledgling"	0.1255515	"91"
"Male_Fledgling"	0.2047254	"91"
"Female_Chick"	0.483498154322294	"91"
"Male_Chick"	0.540955483762786	"91"
"Female_Adult"	0.7038462	"92"
"Male_Adult"	0.7118453	"92"
"Female_Fledgling"	0.1329692	"92"
"Male_Fledgling"	0.2097055	"92"
"Female_Chick"	0.483079717542347	"92"
"Male_Chick"	0.485740221186171	"92"
"Female_Adult"	0.718352	"93"
"Male_Adult"	0.6898071	"93"
"Female_Fledgling"	0.2179663	"93"
"Male_Fledgling"	0.2133749	"93"
"Female_Chick"	0.460640371826393	"93"
"Male_Chick"	0.551153533526822	"93"
"Female_Adult"	0.7208539	"94"
"Male_Adult"	0.727775	"94"
"Female_Fledgling"	0.1234916	"94"
"Male_Fledgling"	0.2140485	"94"
"Female_Chick"	0.368405188922759	"94"
"Male_Chick"	0.455822278027237	"94"
"Female_Adult"	0.7016448	"95"
"Male_Adult"	0.6394839	"95"
"Female_Fledgling"	0.1608153	"95"
"Male_Fledgling"	0.2806121	"95"
"Female_Chick"	0.514679302647426	"95"
"Male_Chick"	0.446102954331066	"95"
"Female_Adult"	0.6708011	"96"
"Male_Adult"	0.657881	"96"
"Female_Fledgling"	0.1807265	"96"
"Male_Fledgling"	0.2608616	"96"
"Female_Chick"	0.470471959666548	"96"
"Male_Chick"	0.486843415984204	"96"
"Female_Adult"	0.6522693	"97"
"Male_Adult"	0.701672	"97"
"Female_Fledgling"	0.1599046	"97"
"Male_Fledgling"	0.1524843	"97"
"Female_Chick"	0.527799977359449	"97"
"Male_Chick"	0.556954185753017	"97"
"Female_Adult"	0.6985818	"98"
"Male_Adult"	0.6817786	"98"
"Female_Fledgling"	0.1444106	"98"
"Male_Fledgling"	0.245519	"98"
"Female_Chick"	0.48428468037778	"98"
"Male_Chick"	0.56566659800872	"98"
"Female_Adult"	0.7420452	"99"
"Male_Adult"	0.6909871	"99"
"Female_Fledgling"	0.1293482	"99"
"Male_Fledgling"	0.2117534	"99"
"Female_Chick"	0.476154015473919	"99"
"Male_Chick"	0.52486099008675	"99"
"Female_Adult"	0.6626837	"100"
"Male_Adult"	0.7024022	"100"
"Female_Fledgling"	0.1661727	"100"
"Male_Fledgling"	0.2169069	"100"
"Female_Chick"	0.486293276068225	"100"
"Male_Chick"	0.484409911707004	"100"
"Female_Adult"	0.6531188	"101"
"Male_Adult"	0.7014482	"101"
"Female_Fledgling"	0.1314821	"101"
"Male_Fledgling"	0.2880232	"101"
"Female_Chick"	0.414010779495826	"101"
"Male_Chick"	0.511241813502113	"101"
"Female_Adult"	0.6871798	"102"
"Male_Adult"	0.6828907	"102"
"Female_Fledgling"	0.1382038	"102"
"Male_Fledgling"	0.2126943	"102"
"Female_Chick"	0.579891085771057	"102"
"Male_Chick"	0.549854929473784	"102"
"Female_Adult"	0.7020692	"103"
"Male_Adult"	0.7008711	"103"
"Female_Fledgling"	0.1867092	"103"
"Male_Fledgling"	0.2654508	"103"
"Female_Chick"	0.535996221934255	"103"
"Male_Chick"	0.578894113265516	"103"
"Female_Adult"	0.7288597	"104"
"Male_Adult"	0.6993155	"104"
"Female_Fledgling"	0.1205086	"104"
"Male_Fledgling"	0.2360919	"104"
"Female_Chick"	0.465850793861289	"104"
"Male_Chick"	0.535560090395761	"104"
"Female_Adult"	0.6728458	"105"
"Male_Adult"	0.719539	"105"
"Female_Fledgling"	0.1693791	"105"
"Male_Fledgling"	0.2334312	"105"
"Female_Chick"	0.47256945909401	"105"
"Male_Chick"	0.50512388073205	"105"
"Female_Adult"	0.6960484	"106"
"Male_Adult"	0.7386233	"106"
"Female_Fledgling"	0.1156098	"106"
"Male_Fledgling"	0.2597085	"106"
"Female_Chick"	0.477279411856014	"106"
"Male_Chick"	0.573381865190433	"106"
"Female_Adult"	0.6923457	"107"
"Male_Adult"	0.6491819	"107"
"Female_Fledgling"	0.1597327	"107"
"Male_Fledgling"	0.2286057	"107"
"Female_Chick"	0.485788863027322	"107"
"Male_Chick"	0.527551906599757	"107"
"Female_Adult"	0.6812904	"108"
"Male_Adult"	0.7099482	"108"
"Female_Fledgling"	0.1751848	"108"
"Male_Fledgling"	0.2214091	"108"
"Female_Chick"	0.517556351998591	"108"
"Male_Chick"	0.528904377000099	"108"
"Female_Adult"	0.6996693	"109"
"Male_Adult"	0.7448288	"109"
"Female_Fledgling"	0.1835888	"109"
"Male_Fledgling"	0.2545013	"109"
"Female_Chick"	0.44290056272072	"109"
"Male_Chick"	0.495420869784096	"109"
"Female_Adult"	0.671848	"110"
"Male_Adult"	0.7164366	"110"
"Female_Fledgling"	0.1613661	"110"
"Male_Fledgling"	0.2294468	"110"
"Female_Chick"	0.449011326412185	"110"
"Male_Chick"	0.49819972610612	"110"
"Female_Adult"	0.6681027	"111"
"Male_Adult"	0.7094796	"111"
"Female_Fledgling"	0.1215294	"111"
"Male_Fledgling"	0.2278023	"111"
"Female_Chick"	0.501239797360475	"111"
"Male_Chick"	0.518481836487065	"111"
"Female_Adult"	0.7202608	"112"
"Male_Adult"	0.6647506	"112"
"Female_Fledgling"	0.1318828	"112"
"Male_Fledgling"	0.2538243	"112"
"Female_Chick"	0.496526431842944	"112"
"Male_Chick"	0.52679784886801	"112"
"Female_Adult"	0.6403244	"113"
"Male_Adult"	0.6924898	"113"
"Female_Fledgling"	0.1653698	"113"
"Male_Fledgling"	0.2291051	"113"
"Female_Chick"	0.490256630524783	"113"
"Male_Chick"	0.475117100358147	"113"
"Female_Adult"	0.7090258	"114"
"Male_Adult"	0.6881791	"114"
"Female_Fledgling"	0.1833481	"114"
"Male_Fledgling"	0.206036	"114"
"Female_Chick"	0.450288195766566	"114"
"Male_Chick"	0.590757588531109	"114"
"Female_Adult"	0.7207817	"115"
"Male_Adult"	0.6577427	"115"
"Female_Fledgling"	0.1384926	"115"
"Male_Fledgling"	0.2416461	"115"
