"no_chicks"	"clutch_size"	"ID"	"year"	"male"	"female"
0	"3"	"nest_607"	"2012"	"male_238"	"female_231"
1	"3"	"nest_608"	"2012"	"male_208"	"female_240"
0	"3"	"nest_609"	"2012"	"male_192"	"female_215"
0	"3"	"nest_610"	"2012"	"male_245"	"female_176"
2	"3"	"nest_611"	"2012"	"male_133"	"female_NA"
0	"3"	"nest_592"	"2012"	"male_227"	"female_210"
0	"3"	"nest_593"	"2012"	"male_135"	"female_244"
3	"3"	"nest_594"	"2012"	"male_79"	"female_71"
NA	"2"	"nest_590"	"2012"	"male_110"	"female_158"
3	"3"	"nest_579"	"2012"	"male_105"	"female_242"
1	"2"	"nest_578"	"2012"	"male_241"	"female_191"
3	"3"	"nest_582"	"2012"	"male_115"	"female_238"
0	"3"	"nest_583"	"2012"	"male_NA"	"female_NA"
0	"3"	"nest_601"	"2012"	"male_213"	"female_NA"
0	"3"	"nest_602"	"2012"	"male_74"	"female_75"
0	"3"	"nest_603"	"2012"	"male_212"	"female_NA"
0	"3"	"nest_604"	"2012"	"male_228"	"female_241"
0	"3"	"nest_605"	"2012"	"male_NA"	"female_NA"
NA	"2"	"nest_586"	"2012"	"male_242"	"female_245"
NA	"3"	"nest_580"	"2012"	"male_84"	"female_191"
0	"3"	"nest_599"	"2012"	"male_NA"	"female_237"
0	"3"	"nest_597"	"2012"	"male_246"	"female_NA"
0	"3"	"nest_598"	"2012"	"male_219"	"female_124"
0	"3"	"nest_596"	"2012"	"male_237"	"female_201"
