"Phi" "p" "model" "npar" "AICc" "DeltaAICc" "weight" "Deviance" "iter"
"12245" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2297.42889642366 0.293273346735987 0.257815827160005 488.46593 290
"9245" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2298.80556907216 1.66994599524196 0.129529565168322 491.86744 291
"11245" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2298.80796907216 1.67234599524181 0.129374222914123 491.86991 292
"10245" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2299.44775271105 2.31212963412736 0.0939551309599089 496.551 293
"5245" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2300.70486907216 3.569245995242 0.0501119327082624 493.76676 294
"3245" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2301.12192307692 3.98630000000003 0.0406798203567536 496.2059 295
"4245" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2339.57556907216 42.4399459952419 1.81666937076234e-10 532.63743 296
"7245" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2340.66175271105 43.5261296341273 1.05539276743914e-10 537.765 297
"2245" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2340.70082307692 43.5652 1.03497555297042e-10 535.78477 298
"6245" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2342.18125226337 45.0456291864516 4.93695283514604e-11 541.30098 299
"1445" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2342.25195271105 45.1163296341274 4.76547912074491e-11 539.35518 300
"12255" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2084.57697142857 0 0.858784053607414 436.25406 301
"11255" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2088.70628372591 4.12931229733886 0.108946980769979 442.40925 302
"5255" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2092.29288372591 7.71591229733849 0.0181298789676082 445.99581 303
"3255" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2094.27988587732 9.70291444874647 0.0067130961864077 450.00573 304
"8255" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2094.84558587732 10.2686144487466 0.0050592096387961 450.5714 305
"9255" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2096.77688372591 12.1999122973389 0.00192622349745658 450.47984 306
"10255" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2099.82937170349 15.252400274921 0.000418665653815978 457.57525 307
"4255" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2106.19328372591 21.6163122973385 1.73764636702806e-05 459.89621 308
"2255" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2109.20388587732 24.6269144487464 3.85671410271484e-06 464.92966 309
"1455" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2112.79147170349 28.2145002749212 6.41479943209259e-07 470.53734 310
"7255" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2120.48627170349 35.909300274921 1.36860616635015e-08 478.23209 311
"6255" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2123.31023504273 38.7332636141632 3.33474511275997e-09 483.07325 312
"12265" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2277.87536262559 0 0.580489353463455 501.89756 313
"9265" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2279.67008554217 1.79472291658249 0.236632901717932 505.71647 314
"11265" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2280.45398554217 2.57862291658239 0.159901820080385 506.50036 315
"8265" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2285.48261638796 7.60725376237406 0.0129389815381565 513.55043 316
"5265" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2286.07988554217 8.20452291658239 0.00959853039011024 512.1263 317
"3265" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2292.53031638796 14.6549537623737 0.000381514881748267 520.59815 318
"10265" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2296.67544973262 18.800087107034 4.80183479173627e-05 526.7621 319
"4265" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2300.47588554217 22.6005229165826 7.18047316548173e-06 526.52221 320
"2265" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2303.36741638796 25.4920537623739 1.691473188651e-06 531.43527 321
"7265" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2314.35384973262 36.4784871070342 6.95971458170705e-09 544.44047 322
"1465" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2319.03694973262 41.1615871070339 6.69374533385739e-10 549.12355 323
"6265" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2328.89078016032 51.0154175347343 4.85218214352166e-12 560.99341 324
"12275" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2355.46416694215 0 0.304916898056318 539.99103 325
"8275" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2355.48672888583 0.0225619436832858 0.301496468275002 544.06053 326
"9275" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2356.51970529938 1.0555383572314 0.179876426462904 543.07138 327
"11275" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2356.94780529938 1.48363835723148 0.145215681442876 543.49953 328
"5275" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2359.13460529938 3.67043835723143 0.0486581878439491 545.68633 329
"10275" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2361.64683195876 6.18266501661401 0.0138558394648397 552.23991 330
"3275" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2363.32832888583 7.86416194368303 0.00597723628988044 551.90215 331
"4275" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2379.44590529938 23.9817383572313 1.89065886559856e-06 565.9976 332
"2275" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2381.13972888583 25.6755619436831 8.1059525477882e-07 569.7135 333
"7275" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2381.97033195876 26.506165016614 5.35107319379493e-07 572.5634 334
"1475" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2389.26953195876 33.8053650166139 1.39136075785387e-08 579.86262 335
"6275" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2389.58400879121 34.1198418490599 1.18891819583856e-08 582.19358 336
"8285" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2230.74623182766 0 0.312657694635775 470.61644 337
"9285" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2231.01563908206 0.269407254400448 0.273254976057541 468.86353 338
"12285" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2231.54596096033 0.799729132676021 0.209609106468257 467.36876 339
"11285" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2232.66673908206 1.92050725440049 0.119684048041629 470.51467 340
"5285" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2234.87993908206 4.13370725440018 0.0395772848005316 472.72785 341
"10285" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2235.25863333333 4.51240150567537 0.0327501719318173 477.14835 342
"3285" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2237.19033182766 6.44410000000016 0.0124666735106091 477.06053 343
"4285" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2263.70313908206 32.9569072544004 2.1805579894263e-08 501.55102 344
"2285" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2264.45763182766 33.7114000000001 1.49531132558587e-08 504.32787 345
"7285" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2266.27613333333 35.5299015056753 6.02350171147841e-09 508.16588 346
"1485" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2269.41643333333 38.6702015056753 1.25297255201289e-09 511.3061 347
"6285" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2271.18043775156 40.4342059239034 5.18672073097827e-10 515.0869 348
"8295" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2141.64525194346 0 0.290437436467952 499.07558 349
"12295" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2141.72398853503 0.0787365915689406 0.279225553951618 495.10603 350
"11295" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2142.0331387553 0.387886811841327 0.239234629122798 497.44075 351
"9295" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2143.6436387553 1.9983868118411 0.106932177909334 499.05123 352
"4295" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2147.1967387553 5.55148681184119 0.0180951651205752 502.60433 353
"2295" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2147.20965194346 5.56440000000021 0.0179787083462166 504.63995 354
"5295" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2147.7556387553 6.11038681184118 0.0136835554833449 503.16328 355
"10295" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2147.8296220339 6.18437009043555 0.0131866261150254 507.27974 356
"3295" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2148.39195194346 6.74670000000015 0.00995463416627508 505.82224 357
"7295" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2148.4405220339 6.79527009043522 0.00971579724611707 507.89064 358
"1495" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2153.0733220339 11.4280700904355 0.000958249729392972 512.52342 359
"6295" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2154.01814297812 12.3728910346599 0.000597466341350608 515.48522 360
"8305" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2238.23972167832 0 0.332304686923544 475.60724 361
"12305" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2238.87185042017 0.632128741846827 0.242254277703132 472.19171 362
"11305" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2239.09416976907 0.85444809074761 0.216768125115607 474.43923 363
"9305" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2239.25356976907 1.01384809074762 0.2001622393352 474.5987 364
"5305" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2247.86076976907 9.62104809074799 0.00270615344708759 483.20585 365
"10305" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2248.74740020964 10.5076785313222 0.0017370929786018 488.13458 366
"4305" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2249.16976976907 10.9300480907477 0.00140639294893705 484.51485 367
"2305" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2249.64192167832 11.4022 0.00111065760823862 487.00945 368
"3305" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2250.06532167832 11.8256000000001 0.000898752381423246 487.43289 369
"7305" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2250.71810020964 12.4783785313221 0.000648471654243699 490.10528 370
"1505" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2262.55560020964 24.3158785313221 1.74345415691457e-06 501.94281 371
"6305" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2262.98519944134 24.7454777630192 1.40644982862128e-06 504.38923 372
"12319" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2159.94150939227 0 0.954783803604407 469.62249 373
"5319" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2167.85727888199 7.91576948972215 0.018239693601299 479.56324 374
"8319" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2168.96294137931 9.02143198704471 0.0104936355749449 482.69102 375
"11319" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2168.96557888199 9.02406948972202 0.0104798061997408 480.67152 376
"9319" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2170.90667888199 10.965169489722 0.00397053237947071 482.61263 377
"10319" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2173.46639110958 13.5248817173142 0.00110411495963143 489.21378 378
"3319" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2173.81304137931 13.8715319870448 0.000928410715887876 487.54106 379
"4319" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2199.15957888199 39.218069489722 2.90944035347698e-09 510.86553 380
"2319" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2207.44874137931 47.5072319870451 4.61148385022306e-11 521.17677 381
"7319" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2211.22269110958 51.2811817173142 6.98775903841292e-12 526.97014 382
"1519" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2214.05719110958 54.1156817173141 1.69369055691405e-12 529.80462 383
"6319" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2217.03932231405 57.0978129217842 3.81305002446572e-13 534.80334 384
"5325" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2380.2152110021 0 0.8607464975207 497.53585 385
"8325" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2386.94323137255 6.7280203704463 0.0297785950314933 506.28641 386
"9325" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2387.1792110021 6.96399999999994 0.0264643894012371 504.49994 387
"11325" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2387.2718110021 7.05659999999989 0.0252670211384661 504.59254 388
"12325" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2387.62192720898 7.40671620687363 0.0212093459169156 502.91727 389
"10325" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2387.66568236529 7.45047136318817 0.0207503756787861 509.0285 390
"3325" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2388.26743137255 8.05222037044632 0.0153588191711406 507.61058 391
"2325" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2397.69563137255 17.4804203704466 0.000137736870135232 517.03884 392
"4325" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2398.1576110021 17.9423999999999 0.000109328303282022 515.47825 393
"1525" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2398.77518236529 18.5599713631877 8.02839423721382e-05 520.13799 394
"7325" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2399.48178236529 19.2665713631877 5.63887477430073e-05 520.8446 395
"6325" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2400.10855804196 19.8933470398556 4.12182777283828e-05 523.48824 396
"12335" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2202.22519650748 0 0.97652369933144 444.56809 397
"11335" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2210.29386410256 8.06866759508011 0.0172819952428125 454.66252 398
"8335" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2214.62881530249 12.4036187950073 0.00197820451398775 461.02035 399
"4335" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2214.75166410256 12.5264675950802 0.00186035107916103 459.12029 400
"9335" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2215.57096410256 13.3457675950804 0.00123505465251663 459.93959 401
"3335" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2217.21441530249 14.9892187950072 0.000543019320954593 463.60591 402
"5335" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2217.61706410256 15.3918675950804 0.00044399819678673 461.98569 403
"10335" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2221.07524395448 18.850047446997 7.87856264819429e-05 469.48674 404
"2335" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2221.92361530249 19.698418795007 5.15496232072997e-05 468.31512 405
"1535" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2228.21234395448 25.9871474469969 2.22149540545566e-06 476.62383 406
"7335" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2229.70634395448 27.4811474469971 1.05251293383107e-06 478.11786 407
"6335" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2235.17334392324 32.9481474157574 6.8404312424058e-08 485.60192 408
"8345" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2496.0627176314 0 0.264327470616681 542.36018 409
"11345" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2496.83197217044 0.769254539035956 0.179928848016695 541.10809 410
"10345" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2497.04285106383 0.980133432426101 0.161923181945908 545.35904 411
"9345" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2497.91617217044 1.85345453903574 0.104633261007364 542.19232 412
"5345" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2498.01837217044 1.955654539036 0.0994208135850575 542.29455 413
"3345" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2498.0628176314 2.0001000000002 0.0972357802661557 544.36031 414
"12345" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2498.1621200533 2.09940242189396 0.092525801662801 540.41416 415
"2345" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2519.7480176314 23.6853000000001 1.90083646199093e-06 566.04546 416
"4345" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2520.96147217044 24.898754539036 1.03620682602153e-06 565.23758 417
"7345" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2521.43215106383 25.3694334324259 8.1891688502405e-07 569.74827 418
"1545" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2521.73385106383 25.6711334324259 7.04249428472962e-07 570.04999 419
"6345" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2522.95366710963 26.8909494782306 3.82689736078543e-07 573.28584 420
"12355" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2446.32608005337 0 0.982265158414314 507.95849 421
"11355" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2454.5051 8.17901994663089 0.0164504250756467 518.16154 422
"8355" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2460.29211692205 13.9660368686832 0.000911050323242837 525.97 423
"9355" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2462.1229 15.7968199466309 0.00036474796065986 525.7794 424
"3355" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2471.04531692205 24.7192368686829 4.21225500652395e-06 536.72315 425
"5355" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2471.3855 25.0594199466309 3.55340605750331e-06 535.04198 426
"10355" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2474.76522543276 28.4391453793874 6.55762813599159e-07 542.46176 427
"4355" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2477.2072 30.8811199466309 1.93409920182807e-07 540.86372 428
"2355" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2485.33451692205 39.008436868683 3.3239486023406e-09 551.0124 429
"7355" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2493.21122543276 46.8851453793873 6.4751342756101e-11 560.90782 430
"1555" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2499.09312543276 52.7670453793876 3.41987649520893e-12 566.78973 431
"6355" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2504.59212015968 58.2660401063117 2.18735306660664e-13 574.3047 432
"12365" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2204.3824813278 0 0.508354381411795 458.69717 433
"11365" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2205.0111162405 0.628634912696725 0.371244675981617 461.35082 434
"9365" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2208.6510162405 4.26853491269685 0.0601542050411836 464.99067 435
"8365" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2208.6778480663 4.29536673849771 0.0593525708168128 467.03967 436
"5365" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2218.2580162405 13.8755349126968 0.000493324231474456 474.59769 437
"3365" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2219.3036480663 14.9211667384975 0.000292466671124317 477.66551 438
"10365" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2221.29117101449 16.9086896866925 0.000108265792047533 481.67235 439
"4365" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2235.5948162405 31.2123349126969 8.4819197873062e-08 491.93449 440
"2365" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2238.0584480663 33.6759667384977 2.47470426822004e-08 496.4203 441
"7365" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2245.91467101449 41.5321896866922 4.8704172604323e-10 506.29591 442
"1565" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2259.24327101449 54.8607896866924 6.21294421425071e-13 519.62443 443
"6365" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2264.65587931034 60.2733979825443 4.14920121430083e-14 527.05368 444
"12375" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2251.96559844413 0 0.347455190268858 518.68825 445
"9375" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2252.55876678445 0.593168340321881 0.25828187767774 521.3069 446
"8375" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2253.1188960452 1.15329760106761 0.195192628081482 523.88967 447
"11375" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2253.48726678445 1.52166834032187 0.162357636979749 522.2354 448
"5375" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2256.60306678445 4.6374683403219 0.0341889173569937 525.35125 449
"10375" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2262.82268016937 10.8570817252416 0.0015251531712855 535.61332 450
"3375" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2263.7261960452 11.7605976010677 0.000970772538805215 534.49705 451
"4375" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2271.66196678445 19.6963683403219 1.83605954511231e-05 540.41007 452
"2375" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2273.5209960452 21.5553976010674 7.24775804790602e-06 544.29181 453
"7375" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2275.90058016937 23.9349817252419 2.2053806495577e-06 548.69123 454
"1575" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2287.44428016937 35.478681725242 6.8675361518485e-09 560.23488 455
"6375" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2288.89591311707 36.9303146729362 3.32340190774786e-09 563.70348 456
"12385" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2158.26780512821 0 0.603609638607302 458.11663 457
"11385" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2161.0881911032 2.82038597499786 0.147338801621893 462.96273 458
"9385" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2161.6137911032 3.3459859749978 0.113288165273813 463.48837 459
"8385" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2161.97185860597 3.70405347776932 0.0947177064095043 465.86923 460
"5385" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2163.9216911032 5.65388597499759 0.0357297868985683 465.79621 461
"3385" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2168.96655860597 10.6987534777695 0.00286781655045691 472.86391 462
"10385" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2169.28570149254 11.0178963643325 0.00244483958931943 475.20303 463
"4385" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2183.0830911032 24.8152859749976 2.46709164886912e-06 484.95763 464
"2385" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2185.50965860597 27.2418534777694 7.33268189608246e-07 489.40702 465
"7385" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2191.87470149254 33.6068963643324 3.04166474221712e-08 497.79201 466
"1585" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2193.52040149254 35.2525963643325 1.33583288084795e-08 499.43774 467
"6385" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2198.88381363636 40.6160085081583 9.14327916745689e-10 506.81819 468
"12395" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2315.39316694215 0 0.995497463993478 494.17442 469
"8395" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2328.02902888583 12.6358619436833 0.00179555039950399 510.85716 470
"11395" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2328.21870529938 12.8255383572314 0.00163308913716873 509.0248 471
"9395" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2329.05860529938 13.6654383572313 0.00107306967619376 509.86464 472
"5395" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2343.49940529938 28.1062383572312 7.8496093748569e-07 524.30546 473
"10395" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2350.41063195876 35.0174650166136 2.47795973155679e-08 535.2581 474
"3395" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2351.43822888583 36.0450619436829 1.48236245598361e-08 534.26637 475
"4395" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2355.23230529938 39.8391383572316 2.22372552861411e-09 536.03841 476
"2395" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2367.37712888583 51.983961943683 5.12703459882635e-12 550.20528 477
"7395" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2371.52903195876 56.1358650166139 6.43119904582058e-13 556.37644 478
"1595" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2394.38813195876 78.9949650166136 0 579.23559 479
"6395" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2396.92500879121 81.5318418490597 0 583.78902 480
"12405" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2209.18830449438 0 0.972725447838897 524.83897 481
