"Phi" "p" "model" "npar" "AICc" "DeltaAICc" "weight" "Deviance" "iter"
"2240" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2272.81573182766 34.927370867324 9.80945172797607e-09 521.70948 35
"1440" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2273.83853333333 35.9501723729995 5.88228698949088e-09 524.75181 36
"12340" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2285.42770939227 0 0.364821140836667 485.53558 37
"8340" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2286.26794137931 0.840231987045172 0.239676767823023 490.42288 38
"9340" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2286.63277888199 1.20506948972206 0.199711228067333 488.76559 39
"11340" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2287.73697888199 2.30926948972228 0.114981640008189 489.86978 40
"5340" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2288.95567888199 3.52796948972218 0.0625159962199634 491.08854 41
"10340" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2292.16559110958 6.73788171731439 0.0125593618260176 498.33997 42
"3340" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2293.74164137931 8.31393198704518 0.00571126885262747 497.89658 43
"4340" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2305.80917888199 20.3814694897223 1.36867435801219e-05 507.94205 44
"2340" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2307.63144137931 22.2037319870451 5.50301703598206e-06 511.78643 45
"7340" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2309.01039110958 23.5826817173142 2.7616315011819e-06 515.18474 46
"1540" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2312.83799110958 27.4102817173143 4.07392424015366e-07 519.01235 47
"6340" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2313.91652231405 28.4888129217843 2.37581638496709e-07 522.10746 48
"8440" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2220.21256232687 0 0.422010419385094 469.85232 49
"9440" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2220.85309209979 0.640529772922036 0.306361297962696 468.47057 50
"11440" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2222.23219209979 2.01962977292214 0.153732659679854 469.84974 51
"12440" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2222.85512662968 2.64256430281148 0.112589431534124 468.44758 52
"10440" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2230.21093148789 9.99836916101913 0.00284580341660748 481.87016 53
"5440" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2231.61739209979 11.4048297729223 0.00140862650225102 479.23492 54
"3440" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2232.21486232687 12.0022999999997 0.001044856968936 481.85457 55
"7440" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2243.44723148789 23.2346691610192 3.80170900082356e-06 495.1064 56
"2440" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2244.88176232687 24.6691999999998 1.85555767295524e-06 494.52152 57
"4440" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2245.68309209979 25.470529772922 1.24299078220695e-06 493.30061 58
"6440" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2257.78749377593 37.574931449064 2.92435761467485e-09 511.46334 59
"1640" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2259.30603148789 39.0934691610191 1.36862417261233e-09 510.96519 60
"12514" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2230.29404012474 0 0.549461158913829 450.46281 61
"8514" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2232.15460865052 1.86056852577894 0.216730321809698 456.37056 62
"11514" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2232.86872299169 2.57468286694939 0.151653248274802 455.06243 63
"9514" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2234.16612299169 3.87208286694977 0.0792729256406635 456.35987 64
"10514" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2242.28929128631 11.995251161567 0.00136521579285636 468.52465 65
"3514" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2243.26580865052 12.9717685257788 0.000837824878429851 467.4818 66
"5514" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2244.66092299169 14.3668828669497 0.000417069107062052 466.8547 67
"4514" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2246.41462299169 16.1205828669495 0.00017353892615034 468.60842 68
"2514" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2248.75220865052 18.458168525779 5.39258040680588e-05 472.96815 69
"7514" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2249.65749128631 19.3634511615669 3.42939099225448e-05 475.89288 70
"1714" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2259.33089128631 29.036851161567 2.72060118048399e-07 485.56624 71
"6514" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2259.89806510021 29.6040249754674 2.04882400238474e-07 488.1501 72
"12612" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2182.42281751615 0 0.642567530682731 428.63458 73
"8612" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2184.98468673835 2.56186922219922 0.178490844085859 435.24536 74
"11612" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2185.94499985653 3.52218234037582 0.110429879755063 434.18267 75
"9612" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2186.91509985653 4.49228234037582 0.067987967920827 435.1528 76
"5612" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2198.01869985653 15.5958823403757 0.000263825005699731 446.25645 77
"10612" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2199.07617191977 16.6533544036188 0.000155485113596748 451.35701 78
"3612" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2200.47348673835 18.0506692221993 7.73153555974126e-05 450.73416 79
"4612" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2203.46289985653 21.0400823403756 1.73429490011271e-05 451.70065 80
"2612" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2205.66298673835 23.2401692221993 5.77271545105596e-06 455.92371 81
"7612" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2206.38487191977 23.9620544036188 4.02369242420678e-06 458.66572 82
"6612" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2219.24104917681 36.8182316606553 6.50041905617147e-09 473.53906 83
"1812" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2219.32817191977 36.9053544036187 6.22333087285486e-09 471.60902 84
"12710" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2226.64376096033 0 0.488360117660713 495.39384 85
"8710" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2228.21943182766 1.57567086732388 0.22211997105678 501.01696 86
"11710" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2228.61263908206 1.96887812172417 0.182475153558457 499.38778 87
"9710" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2229.68013908206 3.03637812172428 0.107003764797765 500.45537 88
"10710" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2247.10663333333 20.4628723729993 1.75907319960608e-05 521.92364 89
"3710" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2247.85503182766 21.2112708673239 1.20996064230264e-05 520.65254 90
"5710" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2247.99313908206 21.3493781217244 1.1292279903463e-05 518.76829 91
"4710" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2262.66013908206 36.0163781217243 7.37705551162386e-09 533.43528 92
"2710" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2265.01653182766 38.3727708673241 2.27090448581458e-09 537.81407 93
"7710" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2267.48853333333 40.8447723729992 6.59797341924028e-10 542.30554 94
"1910" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2284.23493333333 57.5911723729992 1.52396855396721e-13 559.05188 95
"6710" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2286.34753775156 59.703776791227 5.2994376282554e-14 563.18124 96
"5810" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2190.2767993007 0 0.890496000497089 509.12514 97
"12810" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2196.69316221134 6.41636291063696 0.0360028159453377 513.51624 98
"11810" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2197.1492993007 6.87249999999995 0.0286607505871228 515.99755 99
"3810" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2197.73776694619 7.46096764549202 0.0213551897267755 518.60846 100
"8810" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2199.26086694619 8.9840676454919 0.00997163725527421 520.13159 101
"10810" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2199.66155921788 9.38475991717723 0.00816126068562966 522.55188 102
"9810" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2200.5052993007 10.2284999999997 0.00535231196964474 519.35357 103
"2810" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2226.63656694619 36.359767645492 1.13294479206532e-08 547.50731 104
"11010" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2226.65895921788 36.3821599171774 1.12033093327492e-08 549.54925 105
"4810" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2227.0569993007 36.7801999999997 9.18148695683157e-09 545.90528 106
"6810" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2231.75197020237 41.4751709016728 8.77835306067608e-10 556.6591 107
"7810" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2232.09075921788 41.8139599171773 7.4104732509162e-10 554.98108 108
"8910" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2295.4350480663 0 0.371747656881388 532.87637 109
"9910" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2295.8128162405 0.377768174198991 0.307763365938768 531.23188 110
"12910" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2297.0011813278 1.56613326150227 0.169889572359146 530.39535 111
"11910" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2297.4399162405 2.00486817419915 0.136425843410161 532.85901 112
"10910" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2302.85447101449 7.41942294819455 0.0091020877317508 542.31509 113
"3910" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2304.8731480663 9.43809999999985 0.0033173467189661 542.31441 114
"5910" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2306.1478162405 10.712768174199 0.00175388126055054 541.5669 115
"7910" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2325.38777101449 29.9527229481946 1.1643863153159e-07 564.84841 116
"4910" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2326.3726162405 30.937568174199 7.11607749683396e-08 561.7917 117
"2910" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2326.8253480663 31.3903 5.67454706217028e-08 564.26659 118
"6910" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2335.02797931035 39.5929312440467 9.39187835774373e-10 576.50521 119
"12010" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2336.66047101449 41.2254229481946 4.1520386693174e-10 576.12113 120
"121010" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2283.01660939227 0 0.986931182996004 443.92613 121
"41010" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2293.23147888199 10.2148694897219 0.00597249981195956 456.16592 122
"111010" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2294.57077888199 11.554169489722 0.00305724923460551 457.50527 123
"81010" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2295.03424137931 12.0176319870448 0.00242488553223193 459.99082 124
"91010" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2295.86567888199 12.8490694897218 0.00160009910624963 458.80021 125
"21010" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2305.78424137931 22.7676319870448 1.12294478378866e-05 470.74088 126
"71010" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2308.52409110958 25.507481717314 2.85369525149593e-06 475.50005 127
"101010" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2329.76849110958 46.7518817173141 6.95416109339026e-11 496.74448 128
"31010" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2330.28134137931 47.2647319870448 5.3812197296415e-11 495.23798 129
"51010" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2330.33577888199 47.3191694897218 5.23672505104131e-11 493.27022 130
"13010" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2342.94309110958 59.9264817173143 9.58112941338577e-14 509.91905 131
"61010" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2344.56282231405 61.546212921784 4.26281557746013e-14 513.55535 132
"121114" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2174.43861578947 0 0.809490964950579 452.48859 133
"111114" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2178.27258176718 3.83396597770752 0.119035601772905 458.34795 134
"81114" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2180.22678633497 5.78817054549472 0.0448050268247698 462.3246 135
"91114" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2181.40808176718 6.96946597770739 0.0248205669735474 461.48338 136
"41114" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2188.28268176718 13.8440659777075 0.000798015405109618 468.35798 137
"51114" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2189.12078176718 14.6821659777074 0.000524831837581029 469.19609 138
"31114" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2190.68008633497 16.2414705454948 0.000240669739468639 472.77791 139
"101114" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2191.50692352941 17.0683077399381 0.000159175444877833 475.62442 140
"21114" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2192.06778633497 17.6291705454951 0.000120250325761594 474.16561 141
"71114" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2198.55322352941 24.114607739938 4.69668537613094e-06 482.67073 142
"13114" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2205.01692352941 30.5783077399378 1.85445733928244e-07 489.13443 143
"61114" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2210.10118740378 35.6625716143053 1.45942900914976e-08 496.23547 144
"51212" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2403.81985022981 0 0.817039044139131 516.50795 145
"91212" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2409.15165022981 5.33179999999993 0.0568142334567455 521.83971 146
"81212" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2409.55369081365 5.73384058383863 0.0464681248964657 524.26288 147
"101212" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2410.40808196721 6.58823173740348 0.0303128287700259 527.13561 148
"121212" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2411.12206544021 7.30221521040039 0.0212122591886149 521.78647 149
"111212" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2411.55445022981 7.73459999999977 0.0170881780678744 524.24252 150
"31212" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2412.42359081365 8.60374058383877 0.011065327727356 527.13272 151
"71212" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2444.33418196721 40.5143317374036 1.30216930855458e-09 561.06177 152
"21212" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2444.71699081365 40.8971405838388 1.0753295249095e-09 559.42613 153
"41212" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2445.80555022981 41.9856999999997 6.23970268318404e-10 558.49367 154
"61212" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2446.46061847969 42.6407682498757 4.49694559379732e-10 565.20394 155
"13212" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2447.25278196721 43.4329317374036 3.02622711058619e-10 563.98036 156
"121310" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2400.71912105263 0 0.697217856380116 554.81609 157
"81310" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2404.24018738502 3.52106633238827 0.119888813450332 562.38193 158
"91310" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2404.67797455621 3.95885350358094 0.0963195368490528 560.7987 159
"111310" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2405.41397455621 4.69485350358127 0.0666644063855192 561.53467 160
"51310" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2407.84767455621 7.12855350358132 0.0197434378048098 563.96836 161
"101310" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2418.28665430072 17.5675332480905 0.000106813741055202 578.44682 162
"31310" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2419.46928738502 18.7501663323883 5.91318701833899e-05 577.61101 163
"41310" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2439.43477455621 38.7156535035811 2.73131104737149e-09 595.55543 164
"21310" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2442.56218738502 41.8430663323884 5.71823624829651e-10 600.70396 165
"71310" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2444.51475430072 43.7956332480908 2.15410850629835e-10 604.675 166
"13310" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2457.84415430072 57.1250332480909 2.74678800477595e-13 618.00431 167
"61310" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2459.65047007874 58.9313490261088 1.11323962071206e-13 621.82647 168
"51410" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2350.19849071618 0 0.584198961108961 542.97267 169
"111410" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2351.97439071618 1.77590000000009 0.240396973137117 544.74858 170
"121410" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2353.98734260119 3.78885188501408 0.0878662409687033 544.73754 171
"81410" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2355.36262133863 5.16413062245419 0.0441757634480118 550.15804 172
"91410" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2356.01869071618 5.82020000000011 0.0318214824878698 548.79283 173
"31410" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2358.48182133863 8.28333062245429 0.00928663528454116 553.2772 174
"101410" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2361.31772913907 11.1192384228925 0.00224930752052841 558.13176 175
"21410" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2374.40792133863 24.2094306224544 3.23258323060584e-06 569.20338 176
"41410" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2376.20689071618 26.0083999999997 1.31494769690284e-06 568.98109 177
"71410" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2382.61252913907 32.4140384228926 5.34492688456118e-08 579.42653 178
"13410" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2383.50352913907 33.3050384228927 3.42344674986735e-08 580.31758 179
"61410" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2390.94360880212 40.7451180859371 8.29603939531388e-10 589.77352 180
"51510" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2223.3063084507 0 0.638461352216568 471.83956 181
"111510" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2226.7118084507 3.40549999999985 0.116316060404744 475.24511 182
"31510" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2226.78821773399 3.48190928328586 0.111956063367958 477.34409 183
"121510" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2228.63314989429 5.32684144358745 0.0445067304062639 475.14096 184
"101510" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2228.83117172996 5.52486327925362 0.040311206410018 481.40682 185
"81510" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2229.33731773399 6.03100928328558 0.0312980721491826 479.89316 186
"91510" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2230.6905084507 7.38419999999996 0.0159102116404349 479.2238 187
"21510" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2237.40281773399 14.0965092832857 0.000554774531665437 487.95873 188
"13510" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2237.91027172996 14.6039632792535 0.000430451554299869 490.4859 189
"41510" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2239.3706084507 16.0643 0.000207403552336314 487.90385 190
"61510" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2243.51616444132 20.2098559906171 2.60987763030183e-05 498.10872 191
"71510" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2243.89687172996 20.5905632792533 2.157499022653e-05 496.4725 192
"51610" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2135.28594843206 0 0.488297912704382 433.48663 193
"91610" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2137.50114843206 2.2152000000001 0.161309631721859 435.70181 194
"111610" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2137.61284843206 2.32690000000002 0.152547450190546 435.8136 195
"81610" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2138.86129442897 3.57534599691371 0.0817162350857429 439.08438 196
"121610" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2139.50822301255 4.22227458049656 0.0591329563586803 435.68371 197
"31610" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2140.58229442897 5.29634599691371 0.0345619269136318 440.80538 198
"101610" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2141.44665511482 6.16070668276689 0.0224338808720685 443.68929 199
"21610" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2173.00589442897 37.7199459969138 3.14704291865792e-09 473.22894 200
"41610" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2173.28584843206 37.9999000000003 2.73597060086678e-09 471.48653 201
"71610" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2178.27795511482 42.9920066827672 2.25470243418807e-10 480.5206 202
"13610" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2181.70935511482 46.4234066827671 4.05480703299142e-11 483.95196 203
"61610" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2186.31292461752 51.0269761854688 4.05805356290829e-12 490.57229 204
"91710" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2352.6430640427 0 0.769356893269403 498.68639 205
"121710" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2356.21026021362 3.56719617092267 0.129276933785031 500.22943 206
"81710" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2357.31756666667 4.67450262397188 0.0743143188866681 505.3823 207
"111710" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2359.3386640427 6.69560000000001 0.0270518383001829 505.38195 208
"101710" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2389.10366269154 36.4605986488436 9.3069943289076e-09 539.18706 209
"31710" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2391.12236666667 38.4793026239718 3.39198131139816e-09 539.18702 210
"51710" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2391.3789640427 38.7359000000001 2.98355493362934e-09 537.42226 211
"41710" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2399.62316404269 46.9800999999998 4.83647285588112e-11 545.66645 212
"71710" "~age * sex" "~sex" "Phi(~age * sex)p(~sex)" 6 2401.44666269154 48.8035986488435 1.94339487998751e-11 551.53003 213
"21710" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2403.12776666667 50.4847026239718 8.3852103991439e-12 551.19247 214
"61710" "~age * sex" "~1" "Phi(~age * sex)p(~1)" 5 2435.88364673768 83.240582694988 0 587.98308 215
"13710" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2437.61036269154 84.9672986488436 0 587.69375 216
"121810" "~age * sex" "~Time + age * sex" "Phi(~age * sex)p(~Time + age * sex)" 9 2008.72951395349 0 0.587897711733859 412.47356 217
"111810" "~age * sex" "~Time + age + sex" "Phi(~age * sex)p(~Time + age + sex)" 8 2010.9238751634 2.19436120991054 0.196246666037513 416.69412 218
"81810" "~age * sex" "~sex + Time" "Phi(~age * sex)p(~sex + Time)" 7 2011.94697721335 3.21746325986442 0.117662616053411 419.74058 219
"91810" "~age * sex" "~sex * Time" "Phi(~age * sex)p(~sex * Time)" 8 2013.5570751634 4.82756120991053 0.0526029587506651 419.32729 220
"51810" "~age * sex" "~age * Time" "Phi(~age * sex)p(~age * Time)" 8 2015.2979751634 6.56846120991054 0.0220281761536441 421.06824 221
"31810" "~age * sex" "~age + Time" "Phi(~age * sex)p(~age + Time)" 7 2016.19167721335 7.46216325986438 0.0140900847838264 423.9852 222
"101810" "~age * sex" "~Time" "Phi(~age * sex)p(~Time)" 6 2016.98661370558 8.25709975209543 0.00946880865314384 426.80053 223
"41810" "~age * sex" "~age * sex" "Phi(~age * sex)p(~age * sex)" 8 2034.4312751634 25.7017612099105 1.54253574069294e-06 440.20159 224
"21810" "~age * sex" "~age + sex" "Phi(~age * sex)p(~age + sex)" 7 2035.18437721335 26.4548632598644 1.05852520380614e-06 442.97793 225
"13810" "~age * sex" "~age" "Phi(~age * sex)p(~age)" 6 2037.70711370558 28.9775997520953 2.99844394486089e-07 447.52102 226
