"Phi" "p" "model" "npar" "AICc" "DeltaAICc" "weight" "Deviance" "iter"
"3176" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10207.3291487167 448.438106979887 0 6006.9162 178
"4176" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10207.4748714012 448.583829664321 0 6005.0559 179
"5176" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10209.1965572354 450.305515498592 0 6004.7694 180
"10186" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10136.346986317 0 0.828083848129753 5885.0584 181
"7186" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10140.6600544295 4.31306811252398 0.0958304379918001 5901.4571 182
"8186" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10142.6579157175 6.31092940054987 0.0352917672669893 5901.4428 183
"6186" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10143.3451092896 6.99812297262724 0.0250294449248082 5906.1524 184
"9186" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10144.2696937799 7.92270746291433 0.0157645016866498 5901.0418 185
"2186" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10567.9941039345 431.647117617511 0 6340.8426 186
"4186" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10569.927477707 433.580491390016 0 6340.7694 187
"5186" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10571.8957645051 435.548778188129 0 6340.7303 188
"1186" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10574.2496425648 437.902656247812 0 6349.1038 189
"3186" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10576.2211039345 439.87411761751 0 6349.07 190
"10196" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10029.1044987464 0 0.999993430820189 5868.6509 191
"7196" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10054.5031083293 25.3986095829387 3.05322740671903e-06 5906.1388 192
"9196" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10055.2201560694 26.1156573229819 2.13331120134027e-06 5902.83 193
"8196" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10056.4986474837 27.3941487373631 1.12572764269392e-06 5906.1221 194
"6196" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10059.4535379061 30.3490391597534 2.56913560503901e-07 5913.1016 195
"5196" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10446.9396320346 417.83513328825 0 6306.6163 196
"2196" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10452.7221923077 423.617693561309 0 6316.4132 197
"4196" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10454.5269295504 425.42243080399 0 6316.2109 198
"1196" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10462.4684196107 433.363920864287 0 6328.1649 199
"3196" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10464.0841923077 434.97969356131 0 6327.7753 200
"10206" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10120.8704366674 0 0.999994058914771 5752.4595 201
"6206" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10146.4635130748 25.5930764074237 2.77032990711672e-06 5792.1484 202
"8206" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10147.6520929184 26.7816562509379 1.52909566402977e-06 5789.3136 203
"7206" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10148.3873494927 27.516912825251 1.05870684331992e-06 5792.061 204
"9206" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10149.5807439657 28.7103072982936 5.82952814091482e-07 5789.2297 205
"4206" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10667.7112252252 546.840788557805 0 6321.4297 206
"3206" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10667.7629146589 546.892477991441 0 6323.4881 207
"5206" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10669.5334397387 548.66300307126 0 6321.245 208
"2206" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10676.3539146589 555.48347799144 0 6332.0787 209
"1206" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10676.4255074291 555.555070761668 0 6334.156 210
"92110" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10226.9958938093 0 0.585035586530581 5859.4632 211
"102110" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10227.9836811398 0.987787330448555 0.357015433462862 5852.3909 212
"82110" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10231.6352227242 4.63932891488548 0.057512839562484 5866.1151 213
"72110" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10241.4934607046 14.4975668952993 0.000415983047567133 5877.9854 214
"62110" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10247.5476071348 20.5517133254853 2.01573965060239e-05 5886.0506 215
"52110" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10652.4844909747 425.48859716542 0 6297.0142 216
"42110" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10657.9292650575 430.933371248217 0 6304.466 217
"32110" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10663.2619445196 436.266050710314 0 6311.8052 218
"22110" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10664.2049445196 437.209050710313 0 6312.7478 219
"12110" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10669.0795287486 442.083634939283 0 6319.6283 220
"10226" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9767.01855881104 0 0.999947747315026 5490.0225 221
"9226" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9788.09158656611 21.0730277550683 2.65477348159074e-05 5519.1579 222
"8226" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9788.81356814326 21.7950093322215 1.85033840652752e-05 5521.8931 223
"6226" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9791.3281761658 24.3096173547638 5.26272854230596e-06 5528.4313 224
"7226" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9793.32529823322 26.3067394221762 1.93883755072583e-06 5528.4171 225
"1226" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10267.5331110066 500.514552195546 0 6016.6838 226
"2226" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10268.8017600565 501.783201245416 0 6015.9477 227
"3226" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10269.4187600565 502.400201245417 0 6016.564 228
"4226" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10270.6883529412 503.669794130137 0 6015.8276 229
"5226" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10272.2108903271 505.192331516095 0 6015.3425 230
"10236" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10371.5306292649 0 0.999999806815178 6061.4433 231
"6236" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10404.1113566529 32.5807273880073 8.41753354136988e-08 6108.1204 232
"9236" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10405.0510878518 33.5204585868087 5.26168468275648e-08 6103.0246 233
"7236" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10406.0683469014 34.5377176364982 3.16395153615876e-08 6108.0668 234
"8236" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10406.5592570906 35.0286278256353 2.47531246849767e-08 6106.5453 235
"5236" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10826.5138992461 454.983269981116 0 6536.5504 236
"4236" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10827.1685824577 455.637953192801 0 6539.2127 237
"2236" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10828.3561824617 456.825553196806 0 6542.4068 238
"3236" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10829.7541824617 458.223553196807 0 6543.8042 239
"1236" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10830.7746986301 459.244069365195 0 6546.831 240
"10246" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9888.29715142787 0 0.996405577751798 5681.3112 241
"6246" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9900.64372748538 12.3465760575073 0.0020768791379621 5707.7604 242
"7246" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9902.57044192054 14.2732904926706 0.000792556989275276 5707.6754 243
"8246" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9903.38273720137 15.0855857734914 0.000528010818728819 5706.4751 244
"9246" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9905.35481404535 17.0576626174807 0.000196975302236044 5706.4334 245
"3246" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10329.4224429302 441.12529150228 0 6146.5829 246
"4246" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10330.8912638754 442.59411244749 0 6146.0449 247
"1246" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10331.9025985401 443.605447112273 0 6151.0688 248
"5246" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10332.8590620891 444.561910661243 0 6146.0053 249
"2246" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10333.3874429302 445.09029150228 0 6150.5482 250
"10256" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10146.65673844 0 0.999999999905791 5889.8121 251
"6256" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10194.5265528095 47.8698143695328 4.02904283601046e-11 5951.7804 252
"7256" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10194.994761194 48.3380227540492 3.18809846254251e-11 5950.2377 253
"8256" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10196.445907861 49.7891694209957 1.5431893978405e-11 5949.6766 254
"9256" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10198.1429934671 51.4862550271209 6.60544033237582e-12 5949.3599 255
"1256" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10585.9329697322 439.276231292266 0 6355.2342 256
"3256" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10586.4575621798 439.800823739806 0 6353.7531 257
"2256" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10587.7965621798 441.139823739806 0 6355.0925 258
"4256" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10588.3570889821 441.700350542083 0 6353.6458 259
"5256" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10589.6325507922 442.975812352191 0 6352.9144 260
"10266" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9752.46160021671 0 0.999477003003872 5478.0109 261
"6266" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9768.81436153846 16.352761321752 0.000281070847329033 5508.4649 262
"7266" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9769.98371803318 17.522117816472 0.000156636606766254 5507.6227 263
"8266" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9771.84924208754 19.3876418708314 6.16310923254801e-05 5507.4758 264
"9266" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9773.76413439981 21.302534183098 2.36584497070111e-05 5507.3772 265
"4266" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10209.4018972142 456.940296997507 0 5957.0891 266
"2266" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10210.6911680672 458.229567850518 0 5960.3855 267
"5266" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10210.8935904396 458.431990222878 0 5956.5733 268
"3266" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10213.1371680672 460.675567850518 0 5962.8306 269
"1266" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10214.7364023044 462.274802087659 0 5966.4362 270
"10276" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9785.12334137931 0 0.999734223092277 5410.4311 271
"9276" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9803.02306302251 17.8997216431981 0.000129720731972261 5436.3916 272
"8276" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9803.43988208955 18.3165407102406 0.000105316951660267 5438.8213 273
"6276" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9807.17559215056 22.0522507712521 1.62666883975578e-05 5446.58 274
"7276" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9807.40932534435 22.2859839650428 1.44725356926909e-05 5444.8027 275
"5276" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10227.6490275229 442.525686143625 0 5873.0811 276
"4276" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10230.331682183 445.208340803676 0 5877.7707 277
"2276" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10230.7602572215 445.636915842148 0 5880.2064 278
"3276" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10231.3852572215 446.261915842148 0 5880.831 279
"1276" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10231.7977520055 446.67441062619 0 5883.249 280
"9286" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9879.40039972229 0 0.841280171388177 5749.0863 281
"10286" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9882.91114336345 3.51074364115993 0.145409358184832 5744.5358 282
"8286" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9887.74792026839 8.34752054610726 0.0129508894891938 5759.4468 283
"7286" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9896.25427210271 16.8538723804195 0.00018414874615379 5769.9652 284
"6286" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9896.35125457909 16.9508548568065 0.00017543219164356 5772.0732 285
"5286" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10398.1192794084 518.718879686079 0 6279.8687 286
"4286" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10401.8958780037 522.495478281411 0 6285.6529 287
"3286" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10404.2734040194 524.873004297118 0 6290.0371 288
"2286" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10410.6674040194 531.267004297117 0 6296.4313 289
"1286" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10412.5198568129 533.119457090646 0 6300.2894 290
"10296" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9695.24346626281 0 0.999693490674057 5415.346 291
"6296" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9712.45810963015 17.2146433673315 0.000182706733460417 5446.6586 292
"7296" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9714.35129190321 19.1078256403962 7.09014710426872e-05 5446.5405 293
"8296" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9715.64811026297 20.4046440001584 3.7072742703643e-05 5445.8252 294
"9296" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9717.35026536313 22.1067991003147 1.58283787365073e-05 5445.5143 295
"4296" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10177.7070283523 482.463562089499 0 5919.9431 296
"3296" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10177.8125167286 482.569050465809 0 5922.0548 297
"2296" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10177.8195167286 482.576050465808 0 5922.0622 298
"1296" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10177.9359372822 482.692471019416 0 5924.1842 299
"5296" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10179.0574728033 483.814006540531 0 5919.2856 300
"10306" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 10145.7714948192 0 0.999653950791763 5818.8812 301
"9306" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 10162.8896183575 17.1181235382373 0.000191732789196783 5844.0608 302
"8306" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 10163.3277166513 17.5562218320847 0.000154015544067748 5846.5115 303
"6306" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 10176.5246896552 30.7531948359228 2.09835168348885e-07 5863.7312 304
"7306" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 10178.19474063 32.4232458107799 9.10398044536961e-08 5863.3903 305
"3306" "~sex * quadratic" "~sex" "Phi(~sex * quadratic)p(~sex)" 6 10536.9892881745 391.217793355261 0 6234.2381 306
"4306" "~sex * quadratic" "~sex + quadratic" "Phi(~sex * quadratic)p(~sex + quadratic)" 7 10538.8817234727 393.110228653419 0 6234.1238 307
"1306" "~sex * quadratic" "~1" "Phi(~sex * quadratic)p(~1)" 5 10540.3867741047 394.615279285434 0 6239.6408 308
"5306" "~sex * quadratic" "~sex * quadratic" "Phi(~sex * quadratic)p(~sex * quadratic)" 8 10540.758080634 394.986585814797 0 6233.993 309
"2306" "~sex * quadratic" "~quadratic" "Phi(~sex * quadratic)p(~quadratic)" 6 10542.2352881745 396.463793355262 0 6239.4837 310
"103110" "~sex * quadratic" "~year * quadratic" "Phi(~sex * quadratic)p(~year * quadratic)" 18 9878.12427957119 0 0.99999860203207 5687.3539 311
"83110" "~sex * quadratic" "~year + quadratic + sex" "Phi(~sex * quadratic)p(~year + quadratic + sex)" 13 9906.94188421559 28.8176046444041 5.52504797590232e-07 5726.2487 312
"73110" "~sex * quadratic" "~year + quadratic" "Phi(~sex * quadratic)p(~year + quadratic)" 12 9907.28175412557 29.157474554384 4.66159179069986e-07 5728.6011 313
"93110" "~sex * quadratic" "~year + quadratic * sex" "Phi(~sex * quadratic)p(~year + quadratic * sex)" 14 9907.71718303249 29.5929034613018 3.74957508291143e-07 5725.0105 314
"63110" "~sex * quadratic" "~year" "Phi(~sex * quadratic)p(~year)" 11 9916.63209206349 38.5078124923057 4.34644466631114e-09 5739.9631 315
